csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
3.77693247795105,0,0,,,,,
3.6139352321624756,0,1,,,,,
3.0323448181152344,0,2,,,,,
2.9138057231903076,0,3,,,,,
2.7422916889190674,0,4,,,,,
2.7755956649780273,0,5,,,,,
2.535342216491699,0,6,,,,,
2.468991756439209,0,7,,,,,
2.338184118270874,0,8,,,,,
2.1881213188171387,0,9,,,,,
2.2210681438446045,0,10,,,,,
2.0749921798706055,0,11,,,,,
1.9891302585601807,0,12,,,,,
1.8802013397216797,0,13,,,,,
1.864776372909546,0,14,,,,,
1.788182258605957,0,15,,,,,
1.7337859869003296,0,16,,,,,
1.7643187046051025,0,17,,,,,
1.6996111869812012,0,18,,,,,
1.6789345741271973,0,19,,,,,
1.55930757522583,0,20,,,,,
1.5973145961761475,0,21,,,,,
1.4529913663864136,0,22,,,,,
1.4674146175384521,0,23,,,,,
1.497899055480957,0,24,,,,,
1.3665771484375,0,25,,,,,
1.3791500329971313,0,26,,,,,
1.349064588546753,0,27,,,,,
1.3030756711959839,0,28,,,,,
1.3168219327926636,0,29,,,,,
1.340546727180481,0,30,,,,,
1.2827872037887573,0,31,,,,,
1.2711501121520996,0,32,,,,,
1.2515016794204712,0,33,,,,,
1.2332032918930054,0,34,,,,,
1.1539602279663086,0,35,,,,,
1.2034062147140503,0,36,,,,,
1.2377727031707764,0,37,,,,,
1.1264969110488892,0,38,,,,,
1.175799012184143,0,39,,,,,
1.1311025619506836,0,40,,,,,
1.064697027206421,0,41,,,,,
1.1223583221435547,0,42,,,,,
1.060115098953247,0,43,,,,,
1.0488064289093018,0,44,,,,,
0.9971058368682861,0,45,,,,,
1.029752492904663,0,46,,,,,
1.0526821613311768,0,47,,,,,
0.9657509922981262,0,48,,,,,
0.9609843492507935,0,49,,,,,
0.9662590026855469,0,50,,,,,
1.0087026357650757,0,51,,,,,
0.9944225549697876,0,52,,,,,
0.8974939584732056,0,53,,,,,
0.9365679621696472,0,54,,,,,
0.8943983912467957,0,55,,,,,
0.840947151184082,0,56,,,,,
0.8574059009552002,0,57,,,,,
0.8903383612632751,0,58,,,,,
0.862745463848114,0,59,,,,,
0.8783769011497498,0,60,,,,,
0.77175372838974,0,61,,,,,
0.819433867931366,0,62,,,,,
0.8008177280426025,0,63,,,,,
0.7394948601722717,0,64,,,,,
0.7487117648124695,0,65,,,,,
0.7837485074996948,0,66,,,,,
0.7992129325866699,0,67,,,,,
0.7350128889083862,0,68,,,,,
0.7611210942268372,0,69,,,,,
0.7032326459884644,0,70,,,,,
0.6858270764350891,0,71,,,,,
0.7159699201583862,0,72,,,,,
0.6558713316917419,0,73,,,,,
0.7159311771392822,0,74,,,,,
0.8181626200675964,0,75,,,,,
0.6801221370697021,0,76,,,,,
0.5910428166389465,0,77,,,,,
0.5816431641578674,0,78,,,,,
0.6308612823486328,0,79,,,,,
,,0,0.39214497804641724,,,,
,,1,0.3918851315975189,,,,
,,2,0.40513288974761963,,,,
,,3,0.3315631151199341,,,,
,,4,0.3936809301376343,,,,
,,5,0.33532240986824036,,,,
,,6,0.39860448241233826,,,,
,,7,0.3948029577732086,,,,
,,8,0.350036084651947,,,,
,,9,0.46935203671455383,,,,
,0,79,,0.3862524926662445,,,
,0,79,,,1.3480721712112427,0.4468750059604645,0.2109375
0.6390343308448792,1,80,,,,,
0.6540213823318481,1,81,,,,,
0.7535408139228821,1,82,,,,,
0.45472145080566406,1,83,,,,,
0.5975125432014465,1,84,,,,,
0.5016762614250183,1,85,,,,,
0.5296629667282104,1,86,,,,,
0.6083548665046692,1,87,,,,,
0.5502573251724243,1,88,,,,,
0.5641077160835266,1,89,,,,,
0.5433683395385742,1,90,,,,,
0.5740060210227966,1,91,,,,,
0.48896312713623047,1,92,,,,,
0.4625450074672699,1,93,,,,,
0.5193323493003845,1,94,,,,,
0.4861293435096741,1,95,,,,,
0.534517765045166,1,96,,,,,
0.45667004585266113,1,97,,,,,
0.4633343815803528,1,98,,,,,
0.5194140076637268,1,99,,,,,
0.5294792056083679,1,100,,,,,
0.45930275321006775,1,101,,,,,
0.5054811239242554,1,102,,,,,
0.455096036195755,1,103,,,,,
0.5029057860374451,1,104,,,,,
