csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
2.7278785705566406,0,0,,,,,
2.4970245361328125,1,0,,,,,
2.177377462387085,2,0,,,,,
2.0227856636047363,3,0,,,,,
1.9719892740249634,4,0,,,,,
1.7884987592697144,5,0,,,,,
1.7419236898422241,6,0,,,,,
1.6773581504821777,7,0,,,,,
1.634994626045227,8,0,,,,,
1.5677225589752197,9,0,,,,,
1.483704686164856,10,0,,,,,
1.4918097257614136,11,0,,,,,
1.4293503761291504,12,0,,,,,
1.400071620941162,13,0,,,,,
1.299879550933838,14,0,,,,,
1.2835872173309326,15,0,,,,,
1.2506983280181885,16,0,,,,,
1.1758729219436646,17,0,,,,,
1.127333402633667,18,0,,,,,
1.0924553871154785,19,0,,,,,
,0,,0.7548401355743408,,,,
,1,,0.7622371912002563,,,,
,2,,0.7520878314971924,,,,
,19,0,,0.7572485208511353,,,
,19,0,,,1.642115831375122,0.0,0.0
1.0626246929168701,20,1,,,,,
1.0150226354599,21,1,,,,,
0.9776020050048828,22,1,,,,,
0.9271239638328552,23,1,,,,,
0.9198762774467468,24,1,,,,,
0.8909757137298584,25,1,,,,,
0.8555076122283936,26,1,,,,,
0.7921701669692993,27,1,,,,,
0.769182026386261,28,1,,,,,
0.765691339969635,29,1,,,,,
0.7308818101882935,30,1,,,,,
0.7127407193183899,31,1,,,,,
0.6767857670783997,32,1,,,,,
0.6709986925125122,33,1,,,,,
0.6158196330070496,34,1,,,,,
0.6098344922065735,35,1,,,,,
0.6104282140731812,36,1,,,,,
0.5945722460746765,37,1,,,,,
0.521496057510376,38,1,,,,,
0.5410627722740173,39,1,,,,,
,3,,0.31882208585739136,,,,
,4,,0.33860620856285095,,,,
,5,,0.3110397458076477,,,,
,39,1,,0.3251792788505554,,,
,39,1,,,0.7630198001861572,0.0,0.0
0.5417319536209106,40,2,,,,,
0.4844887852668762,41,2,,,,,
0.4752868413925171,42,2,,,,,
0.4497022032737732,43,2,,,,,
0.42185279726982117,44,2,,,,,
0.41566720604896545,45,2,,,,,
0.4288521409034729,46,2,,,,,
0.413639634847641,47,2,,,,,
0.4082082509994507,48,2,,,,,
0.40783199667930603,49,2,,,,,
0.37291815876960754,50,2,,,,,
0.34274789690971375,51,2,,,,,
0.33413001894950867,52,2,,,,,
0.3196493089199066,53,2,,,,,
0.3209252655506134,54,2,,,,,
0.33217567205429077,55,2,,,,,
0.27431315183639526,56,2,,,,,
0.3230242133140564,57,2,,,,,
0.2585059106349945,58,2,,,,,
0.2753154933452606,59,2,,,,,
,6,,0.08938652276992798,,,,
,7,,0.10350126773118973,,,,
,8,,0.08289942145347595,,,,
,59,2,,0.09373500198125839,,,
