csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/none,csv-accuracy/micro,csv-train_loss_epoch
0,3.405576229095459,0,,,,,
0,3.013521909713745,1,,,,,
0,2.8035941123962402,2,,,,,
0,2.507201910018921,3,,,,,
,,0,1.5955278873443604,,,,
0,,3,,1.5955278873443604,,,
0,,3,,,0.0,0.03125,3.0306131839752197
1,2.349344253540039,4,,,,,
1,2.2807140350341797,5,,,,,
1,2.143094062805176,6,,,,,
1,2.0060956478118896,7,,,,,
,,1,1.3965339660644531,,,,
1,,7,,1.3965339660644531,,,
1,,7,,,0.0,0.0,2.2383618354797363
2,1.9723966121673584,8,,,,,
2,1.916022777557373,9,,,,,
2,1.8839843273162842,10,,,,,
2,1.8371328115463257,11,,,,,
,,2,1.2640944719314575,,,,
2,,11,,1.2640944719314575,,,
2,,11,,,0.0,0.0,1.9174423217773438
3,1.6830627918243408,12,,,,,
3,1.6716920137405396,13,,,,,
3,1.6027119159698486,14,,,,,
3,1.510492205619812,15,,,,,
,,3,1.0900012254714966,,,,
3,,15,,1.0900012254714966,,,
3,,15,,,0.0,0.0,1.6415659189224243
4,1.4915330410003662,16,,,,,
4,1.418228030204773,17,,,,,
4,1.3823893070220947,18,,,,,
4,1.3347578048706055,19,,,,,
,,4,0.9226341247558594,,,,
4,,19,,0.9226341247558594,,,
4,,19,,,0.0,0.03125,1.423335313796997
5,1.3207004070281982,20,,,,,
5,1.2689241170883179,21,,,,,
5,1.2184059619903564,22,,,,,
5,1.2149741649627686,23,,,,,
,,5,0.8357443809509277,,,,
5,,23,,0.8357443809509277,,,
5,,23,,,0.0,0.0,1.2651612758636475
6,1.2076025009155273,24,,,,,
6,1.1322059631347656,25,,,,,
6,1.1257665157318115,26,,,,,
6,1.080154299736023,27,,,,,
,,6,0.7818931937217712,,,,
6,,27,,0.7818931937217712,,,
6,,27,,,0.0,0.03125,1.1494195461273193
7,1.1346076726913452,28,,,,,
7,1.0562446117401123,29,,,,,
7,1.0889813899993896,30,,,,,
7,1.1136794090270996,31,,,,,
,,7,0.7212318778038025,,,,
7,,31,,0.7212318778038025,,,
7,,31,,,0.0,0.03125,1.0948472023010254
8,1.0275864601135254,32,,,,,
8,1.0905076265335083,33,,,,,
8,0.9807181358337402,34,,,,,
8,1.027199149131775,35,,,,,
,,8,0.6741220355033875,,,,
8,,35,,0.6741220355033875,,,
8,,35,,,0.0,0.15625,1.0324959754943848
9,1.0016589164733887,36,,,,,
9,0.9662992358207703,37,,,,,
9,0.9260509610176086,38,,,,,
9,1.0163711309432983,39,,,,,
,,9,0.653292179107666,,,,
9,,39,,0.653292179107666,,,
9,,39,,,0.0,0.03125,0.9686467051506042
10,0.9470331072807312,40,,,,,
10,0.9475941061973572,41,,,,,
10,0.8983412981033325,42,,,,,
10,0.8750923275947571,43,,,,,
,,10,0.6096504330635071,,,,
10,,43,,0.6096504330635071,,,
10,,43,,,0.0,0.0625,0.9266897439956665
11,0.92401522397995,44,,,,,
11,0.8608627319335938,45,,,,,
