step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,3.876223564147949,,,,,
1,0,3.478100538253784,,,,,
2,0,3.1599161624908447,,,,,
3,0,3.0850470066070557,,,,,
4,0,2.84694504737854,,,,,
5,0,2.8816606998443604,,,,,
6,0,2.9099297523498535,,,,,
7,0,2.571455478668213,,,,,
8,0,2.4457709789276123,,,,,
9,0,2.3256783485412598,,,,,
10,0,2.295758008956909,,,,,
11,0,2.3246800899505615,,,,,
12,0,2.2360193729400635,,,,,
13,0,2.0519022941589355,,,,,
14,0,1.9544143676757812,,,,,
15,0,1.8794307708740234,,,,,
0,,,1.456537127494812,,,,
1,,,1.483254075050354,,,,
15,0,,,1.4698957204818726,,,
15,0,,,,0.0,0.0,2.645183563232422
16,1,1.9901771545410156,,,,,
17,1,1.8395954370498657,,,,,
18,1,1.7252777814865112,,,,,
19,1,1.6757335662841797,,,,,
20,1,1.664381980895996,,,,,
21,1,1.5937377214431763,,,,,
22,1,1.5094586610794067,,,,,
23,1,1.5243418216705322,,,,,
24,1,1.4934529066085815,,,,,
25,1,1.4490753412246704,,,,,
26,1,1.423869252204895,,,,,
27,1,1.4073152542114258,,,,,
28,1,1.3788094520568848,,,,,
29,1,1.3727914094924927,,,,,
30,1,1.3115495443344116,,,,,
31,1,1.2604538202285767,,,,,
2,,,0.9452913403511047,,,,
3,,,0.9908941984176636,,,,
31,1,,,0.9680927395820618,,,
31,1,,,,0.012500000186264515,0.0,1.5387513637542725
32,2,1.3288722038269043,,,,,
33,2,1.2256243228912354,,,,,
34,2,1.2167580127716064,,,,,
35,2,1.2372809648513794,,,,,
36,2,1.2662111520767212,,,,,
37,2,1.2120695114135742,,,,,
38,2,1.1280437707901,,,,,
39,2,1.0829607248306274,,,,,
40,2,1.1371593475341797,,,,,
41,2,1.2654069662094116,,,,,
42,2,1.146725058555603,,,,,
43,2,1.1336383819580078,,,,,
44,2,1.0789501667022705,,,,,
45,2,1.0154731273651123,,,,,
46,2,1.083679437637329,,,,,
47,2,1.0849926471710205,,,,,
4,,,0.7103447318077087,,,,
5,,,0.7629889845848083,,,,
47,2,,,0.7366668581962585,,,
47,2,,,,0.05000000074505806,0.0,1.1652404069900513
48,3,1.0203036069869995,,,,,
49,3,1.0142792463302612,,,,,
50,3,1.0804511308670044,,,,,
51,3,1.021214485168457,,,,,
52,3,1.0429954528808594,,,,,
53,3,0.9307267069816589,,,,,
54,3,0.9219949245452881,,,,,
55,3,0.9427062273025513,,,,,
56,3,0.9956925511360168,,,,,
57,3,0.8668282628059387,,,,,
58,3,0.9797391891479492,,,,,
59,3,0.9282321929931641,,,,,
60,3,0.9096558690071106,,,,,
61,3,0.9678686261177063,,,,,
62,3,0.8424713611602783,,,,,
63,3,0.9050654172897339,,,,,
6,,,0.589596688747406,,,,
7,,,0.6595985889434814,,,,
63,3,,,0.6245976686477661,,,
63,3,,,,0.10000000894069672,0.0,0.9606390595436096
64,4,0.9339081645011902,,,,,
65,4,0.8454849720001221,,,,,
66,4,0.9197138547897339,,,,,
67,4,0.8251822590827942,,,,,
68,4,0.8510928750038147,,,,,
69,4,0.8240613341331482,,,,,
70,4,0.7948096990585327,,,,,
71,4,0.777649998664856,,,,,
72,4,0.7897061109542847,,,,,
73,4,0.7132704257965088,,,,,
74,4,0.7460830211639404,,,,,
75,4,0.700625479221344,,,,,
76,4,0.7156075239181519,,,,,
77,4,0.8648945689201355,,,,,
78,4,0.7324094772338867,,,,,
79,4,0.7999610304832458,,,,,
8,,,0.4671528935432434,,,,
9,,,0.5415102243423462,,,,
79,4,,,0.5043315291404724,,,
79,4,,,,0.07500000298023224,0.0,0.8021537661552429
80,5,0.8426948189735413,,,,,
81,5,0.7448939085006714,,,,,
82,5,0.7017949819564819,,,,,
83,5,0.7708554267883301,,,,,
84,5,0.6416122317314148,,,,,
85,5,0.6961798667907715,,,,,
86,5,0.6000034809112549,,,,,
87,5,0.6600791811943054,,,,,
88,5,0.7060691118240356,,,,,
89,5,0.6002508997917175,,,,,
90,5,0.639216423034668,,,,,
91,5,0.694050669670105,,,,,
