csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
3.9942805767059326,0,0,,,,,
3.4838199615478516,1,0,,,,,
3.0685875415802,2,0,,,,,
3.017850399017334,3,0,,,,,
2.8087780475616455,4,0,,,,,
2.6438076496124268,5,0,,,,,
2.4805054664611816,6,0,,,,,
2.4575939178466797,7,0,,,,,
2.31463623046875,8,0,,,,,
2.203049898147583,9,0,,,,,
,0,,1.7246395349502563,,,,
,1,,1.5979039669036865,,,,
,9,0,,1.6992924213409424,,,
,9,0,,,2.8472909927368164,0.0078125,0.0
2.3072428703308105,10,1,,,,,
2.0617332458496094,11,1,,,,,
1.9946908950805664,12,1,,,,,
1.9710575342178345,13,1,,,,,
1.9297245740890503,14,1,,,,,
1.8867172002792358,15,1,,,,,
1.7823282480239868,16,1,,,,,
1.7633085250854492,17,1,,,,,
1.683896780014038,18,1,,,,,
1.638391375541687,19,1,,,,,
,2,,1.2852128744125366,,,,
,3,,1.1522789001464844,,,,
,19,1,,1.258626103401184,,,
,19,1,,,1.9019091129302979,0.0078125,0.0
1.6105899810791016,20,2,,,,,
1.6037691831588745,21,2,,,,,
1.5536525249481201,22,2,,,,,
1.496266484260559,23,2,,,,,
1.4154565334320068,24,2,,,,,
1.419467806816101,25,2,,,,,
1.43106210231781,26,2,,,,,
1.3674160242080688,27,2,,,,,
1.3505539894104004,28,2,,,,,
1.321163296699524,29,2,,,,,
,4,,1.032393217086792,,,,
,5,,0.9033955335617065,,,,
,29,2,,1.0065937042236328,,,
,29,2,,,1.456939935684204,0.0078125,0.0
1.268466830253601,30,3,,,,,
1.295828104019165,31,3,,,,,
1.3288836479187012,32,3,,,,,
1.2201111316680908,33,3,,,,,
1.250055193901062,34,3,,,,,
1.2291918992996216,35,3,,,,,
1.1845324039459229,36,3,,,,,
1.2286757230758667,37,3,,,,,
1.2131656408309937,38,3,,,,,
1.1786807775497437,39,3,,,,,
,6,,0.8467097282409668,,,,
,7,,0.6851772665977478,,,,
,39,3,,0.814403235912323,,,
,39,3,,,1.2397592067718506,0.0703125,0.0
1.1407780647277832,40,4,,,,,
1.2157891988754272,41,4,,,,,
1.0839613676071167,42,4,,,,,
1.0839242935180664,43,4,,,,,
1.070784091949463,44,4,,,,,
1.0822865962982178,45,4,,,,,
1.0225310325622559,46,4,,,,,
1.0003793239593506,47,4,,,,,
1.0849106311798096,48,4,,,,,
1.085274338722229,49,4,,,,,
,8,,0.7481740713119507,,,,
,9,,0.5557432174682617,,,,
,49,4,,0.7096878886222839,,,
,49,4,,,1.0870620012283325,0.1796875,0.0
1.0790116786956787,50,5,,,,,
0.9752362966537476,51,5,,,,,
0.9920517206192017,52,5,,,,,
0.9231492877006531,53,5,,,,,
0.9294023513793945,54,5,,,,,
0.9753751754760742,55,5,,,,,
0.9065939784049988,56,5,,,,,
0.9627199769020081,57,5,,,,,
0.9246758818626404,58,5,,,,,
0.9090971946716309,59,5,,,,,
,10,,0.6869322657585144,,,,
,11,,0.4854144752025604,,,,
,59,5,,0.646628737449646,,,
,59,5,,,0.9577313661575317,0.1796875,0.0
0.8539313077926636,60,6,,,,,
0.8369860053062439,61,6,,,,,
0.9164891242980957,62,6,,,,,
0.8220744132995605,63,6,,,,,
0.8270049095153809,64,6,,,,,
0.808851420879364,65,6,,,,,
0.8762618899345398,66,6,,,,,
0.8631955981254578,67,6,,,,,
0.8289505839347839,68,6,,,,,
0.8200901746749878,69,6,,,,,
,12,,0.6013850569725037,,,,
,13,,0.3965090811252594,,,,
,69,6,,0.5604098439216614,,,
,69,6,,,0.8453835248947144,0.140625,0.0
0.7391834259033203,70,7,,,,,
0.7707728743553162,71,7,,,,,
0.7522550821304321,72,7,,,,,
0.7263405323028564,73,7,,,,,
0.7307873368263245,74,7,,,,,
0.7316924333572388,75,7,,,,,
0.7811991572380066,76,7,,,,,
0.7130969166755676,77,7,,,,,
0.7013609409332275,78,7,,,,,
0.7119219899177551,79,7,,,,,
,14,,0.4894729256629944,,,,
,15,,0.2845442295074463,,,,
,79,7,,0.44848713278770447,,,
,79,7,,,0.7358611226081848,0.140625,0.0390625
0.6278253793716431,80,8,,,,,
0.63932204246521,81,8,,,,,
0.6964839100837708,82,8,,,,,
0.6661900281906128,83,8,,,,,
0.5814706087112427,84,8,,,,,
