csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,4.1770853996276855,0,,,,,
0,3.5193145275115967,1,,,,,
0,3.2369937896728516,2,,,,,
0,3.0846128463745117,3,,,,,
0,2.9850523471832275,4,,,,,
0,2.7596964836120605,5,,,,,
0,2.591622829437256,6,,,,,
0,2.554237127304077,7,,,,,
0,2.4000144004821777,8,,,,,
0,2.3588409423828125,9,,,,,
0,2.214271068572998,10,,,,,
0,2.1315178871154785,11,,,,,
0,2.1275250911712646,12,,,,,
0,2.074646472930908,13,,,,,
0,1.8986914157867432,14,,,,,
0,1.8479961156845093,15,,,,,
0,1.8205666542053223,16,,,,,
0,1.7691859006881714,17,,,,,
0,1.6670595407485962,18,,,,,
0,1.6145988702774048,19,,,,,
,,0,1.1217710971832275,,,,
,,1,1.1581295728683472,,,,
,,2,1.0916451215744019,,,,
0,,19,,1.1302893161773682,,,
0,,19,,,0.0,0.0,2.441676378250122
1,1.539851427078247,20,,,,,
1,1.4659372568130493,21,,,,,
1,1.428065299987793,22,,,,,
1,1.314937710762024,23,,,,,
1,1.275231957435608,24,,,,,
1,1.2469539642333984,25,,,,,
1,1.1772956848144531,26,,,,,
1,1.152023434638977,27,,,,,
1,1.116355538368225,28,,,,,
1,1.1045550107955933,29,,,,,
1,1.028394341468811,30,,,,,
1,0.9980058073997498,31,,,,,
1,0.9623510837554932,32,,,,,
1,0.9612548351287842,33,,,,,
1,0.8911100625991821,34,,,,,
1,0.8106388449668884,35,,,,,
1,0.8255208730697632,36,,,,,
1,0.8484397530555725,37,,,,,
1,0.7879091501235962,38,,,,,
1,0.7335823178291321,39,,,,,
,,3,0.36063340306282043,,,,
,,4,0.38920778036117554,,,,
,,5,0.3326610028743744,,,,
1,,39,,0.3664686381816864,,,
1,,39,,,0.5989583134651184,0.0052083334885537624,1.0834206342697144
2,0.7161915898323059,40,,,,,
2,0.6942917108535767,41,,,,,
2,0.6446699500083923,42,,,,,
2,0.6525649428367615,43,,,,,
2,0.6023719310760498,44,,,,,
2,0.6096906661987305,45,,,,,
2,0.5830003619194031,46,,,,,
2,0.5643786787986755,47,,,,,
2,0.5513284206390381,48,,,,,
2,0.5056700706481934,49,,,,,
2,0.45617228746414185,50,,,,,
2,0.514853835105896,51,,,,,
2,0.487833708524704,52,,,,,
2,0.4752207100391388,53,,,,,
2,0.459153413772583,54,,,,,
2,0.44493499398231506,55,,,,,
2,0.36837464570999146,56,,,,,
2,0.4525105953216553,57,,,,,
2,0.4446987211704254,58,,,,,
2,0.4187923073768616,59,,,,,
,,6,0.22467447817325592,,,,
,,7,0.24801702797412872,,,,
,,8,0.21386021375656128,,,,
2,,59,,0.23184864223003387,,,
2,,59,,,1.0,0.0,0.5323351621627808
3,0.3820000886917114,60,,,,,
3,0.3873904049396515,61,,,,,
3,0.38085418939590454,62,,,,,
3,0.3786041736602783,63,,,,,
3,0.3435109853744507,64,,,,,
3,0.3854873478412628,65,,,,,
3,0.3397066593170166,66,,,,,
3,0.32282406091690063,67,,,,,
3,0.3069173991680145,68,,,,,
3,0.35917848348617554,69,,,,,
3,0.38083332777023315,70,,,,,
3,0.3111375868320465,71,,,,,
3,0.30513375997543335,72,,,,,
3,0.3378864824771881,73,,,,,
3,0.3262166380882263,74,,,,,
3,0.3072950839996338,75,,,,,
3,0.27545785903930664,76,,,,,
3,0.3052521347999573,77,,,,,
3,0.3056567311286926,78,,,,,
3,0.33976122736930847,79,,,,,
,,9,0.20347118377685547,,,,
,,10,0.22696608304977417,,,,
,,11,0.1894039511680603,,,,
3,,79,,0.21005567908287048,,,
3,,79,,,1.0,0.078125,0.33905524015426636
4,0.2991289496421814,80,,,,,
4,0.32540905475616455,81,,,,,
4,0.3058841824531555,82,,,,,
4,0.28393447399139404,83,,,,,
4,0.3001512587070465,84,,,,,
4,0.3199724853038788,85,,,,,
4,0.2765823006629944,86,,,,,
4,0.29367777705192566,87,,,,,
4,0.3276635408401489,88,,,,,
4,0.2975805401802063,89,,,,,
4,0.3128100335597992,90,,,,,
4,0.30510643124580383,91,,,,,
4,0.305929571390152,92,,,,,
4,0.2813033163547516,93,,,,,
4,0.306115984916687,94,,,,,
4,0.2733767032623291,95,,,,,
4,0.3065814673900604,96,,,,,
4,0.28754833340644836,97,,,,,
4,0.27260252833366394,98,,,,,
4,0.2948029935359955,99,,,,,
,,12,0.19641461968421936,,,,
,,13,0.2164922058582306,,,,
,,14,0.1816159039735794,,,,
4,,99,,0.20148591697216034,,,
4,,99,,,0.9947916865348816,0.0052083334885537624,0.29880809783935547
5,0.2949368953704834,100,,,,,
5,0.28924956917762756,101,,,,,
5,0.261377215385437,102,,,,,
5,0.284363716840744,103,,,,,
5,0.3072390854358673,104,,,,,
5,0.2732987403869629,105,,,,,
5,0.29254570603370667,106,,,,,
5,0.3199067711830139,107,,,,,
5,0.2779252529144287,108,,,,,
5,0.2940697968006134,109,,,,,
5,0.27521756291389465,110,,,,,
5,0.2791556417942047,111,,,,,
5,0.2791481018066406,112,,,,,
5,0.2805304527282715,113,,,,,
5,0.26766878366470337,114,,,,,
5,0.2840222120285034,115,,,,,
5,0.288224458694458,116,,,,,
5,0.2633582651615143,117,,,,,
5,0.2673349976539612,118,,,,,
5,0.26658299565315247,119,,,,,
,,15,0.19235993921756744,,,,
,,16,0.21282802522182465,,,,
,,17,0.17598767578601837,,,,
5,,119,,0.19727271795272827,,,
5,,119,,,1.0,0.0729166641831398,0.28230783343315125
6,0.26321694254875183,120,,,,,
6,0.2692675292491913,121,,,,,
6,0.26726797223091125,122,,,,,
6,0.2402934730052948,123,,,,,
6,0.26544657349586487,124,,,,,
6,0.25083687901496887,125,,,,,
6,0.2884928584098816,126,,,,,
6,0.2588455080986023,127,,,,,
6,0.2343635857105255,128,,,,,
6,0.26174435019493103,129,,,,,
6,0.24853286147117615,130,,,,,
6,0.255766361951828,131,,,,,
6,0.2864660918712616,132,,,,,
6,0.26721781492233276,133,,,,,
6,0.2601183354854584,134,,,,,
6,0.28347066044807434,135,,,,,
6,0.2569587528705597,136,,,,,
6,0.26284706592559814,137,,,,,
6,0.26328596472740173,138,,,,,
6,0.26851531863212585,139,,,,,
,,18,0.19206131994724274,,,,
,,19,0.21090902388095856,,,,
,,20,0.17822758853435516,,,,
6,,139,,0.19683367013931274,,,
6,,139,,,1.0,0.015625,0.26264774799346924
7,0.25085997581481934,140,,,,,
7,0.24476495385169983,141,,,,,
7,0.260199636220932,142,,,,,
7,0.24463801085948944,143,,,,,
7,0.2614845037460327,144,,,,,
7,0.23970870673656464,145,,,,,
7,0.2646991014480591,146,,,,,
7,0.22354456782341003,147,,,,,
7,0.25821003317832947,148,,,,,
7,0.2662869095802307,149,,,,,
7,0.24405650794506073,150,,,,,
7,0.28987574577331543,151,,,,,
7,0.2792258560657501,152,,,,,
7,0.23285391926765442,153,,,,,
7,0.2405041605234146,154,,,,,
7,0.23993977904319763,155,,,,,
7,0.2519977390766144,156,,,,,
7,0.24559639394283295,157,,,,,
7,0.2414468675851822,158,,,,,
7,0.24997185170650482,159,,,,,
,,21,0.190003901720047,,,,
,,22,0.20966525375843048,,,,
,,23,0.17435161769390106,,,,
7,,159,,0.1947379857301712,,,
7,,159,,,1.0,0.0520833320915699,0.25149327516555786
8,0.24518129229545593,160,,,,,
8,0.24526123702526093,161,,,,,
8,0.2644313871860504,162,,,,,
8,0.24864865839481354,163,,,,,
8,0.2504703998565674,164,,,,,
8,0.25965988636016846,165,,,,,
8,0.2516562044620514,166,,,,,
8,0.2684757709503174,167,,,,,
8,0.2706112265586853,168,,,,,
8,0.2627827525138855,169,,,,,
8,0.2508920431137085,170,,,,,
8,0.231600821018219,171,,,,,
8,0.22450697422027588,172,,,,,
8,0.23927581310272217,173,,,,,
8,0.2248588502407074,174,,,,,
8,0.24335336685180664,175,,,,,
8,0.24919697642326355,176,,,,,
8,0.24450437724590302,177,,,,,
8,0.23871028423309326,178,,,,,
8,0.2433227151632309,179,,,,,
