csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/none,csv-accuracy/micro
0.7560058236122131,62,12,,,,,
0.6985480785369873,63,12,,,,,
0.7300223112106323,64,12,,,,,
,12,,0.49226781725883484,,,,
,64,12,,0.49226778745651245,,,
,64,12,,,0.7415063381195068,0.0,0.22500000894069672
0.627869725227356,65,13,,,,,
0.7343400716781616,66,13,,,,,
0.7294837832450867,67,13,,,,,
0.7064605951309204,68,13,,,,,
0.6890448927879333,69,13,,,,,
,13,,0.44959384202957153,,,,
,69,13,,0.4495939314365387,,,
,69,13,,,0.6974398493766785,0.0,0.25
0.6011993288993835,70,14,,,,,
0.6173650026321411,71,14,,,,,
0.6395421028137207,72,14,,,,,
0.6620076298713684,73,14,,,,,
0.6425448060035706,74,14,,,,,
,14,,0.40298545360565186,,,,
,74,14,,0.40298542380332947,,,
,74,14,,,0.6325317621231079,0.07500000298023224,0.42500004172325134
0.6001365780830383,75,15,,,,,
0.5883652567863464,76,15,,,,,
0.5733369588851929,77,15,,,,,
0.5680111050605774,78,15,,,,,
0.6367083787918091,79,15,,,,,
,15,,0.3623510003089905,,,,
,79,15,,0.3623509705066681,,,
,79,15,,,0.593311607837677,0.17499999701976776,0.550000011920929
0.5737100839614868,80,16,,,,,
0.555016815662384,81,16,,,,,
0.48137366771698,82,16,,,,,
0.5719805359840393,83,16,,,,,
0.52284836769104,84,16,,,,,
,16,,0.31524422764778137,,,,
,84,16,,0.31524422764778137,,,
,84,16,,,0.5409858822822571,0.2750000059604645,0.42500004172325134
0.5083467960357666,85,17,,,,,
0.4942342936992645,86,17,,,,,
0.4872662127017975,87,17,,,,,
0.5366908311843872,88,17,,,,,
0.4414551854133606,89,17,,,,,
,17,,0.2838716208934784,,,,
,89,17,,0.2838716208934784,,,
,89,17,,,0.4935986399650574,0.2750000059604645,0.5250000357627869
0.4675499200820923,90,18,,,,,
0.42079129815101624,91,18,,,,,
0.48424288630485535,92,18,,,,,
0.4771597981452942,93,18,,,,,
0.4808947443962097,94,18,,,,,
,18,,0.26570528745651245,,,,
,94,18,,0.26570528745651245,,,
,94,18,,,0.4661277234554291,0.22500000894069672,0.5249999761581421
0.4562654495239258,95,19,,,,,
0.36355629563331604,96,19,,,,,
0.506791353225708,97,19,,,,,
0.4125107228755951,98,19,,,,,
0.41773566603660583,99,19,,,,,
,19,,0.24906669557094574,,,,
,99,19,,0.24906671047210693,,,
,99,19,,,0.43137186765670776,0.2750000059604645,0.44999998807907104
0.43181055784225464,100,20,,,,,
0.4073054790496826,101,20,,,,,
0.35980281233787537,102,20,,,,,
0.3997250199317932,103,20,,,,,
0.37611380219459534,104,20,,,,,
,20,,0.23692172765731812,,,,
,104,20,,0.2369217425584793,,,
,104,20,,,0.3949515223503113,0.2750000059604645,0.4750000238418579
0.44214510917663574,105,21,,,,,
0.4305317997932434,106,21,,,,,
0.30825117230415344,107,21,,,,,
0.3302679657936096,108,21,,,,,
0.3668781518936157,109,21,,,,,
,21,,0.2196846455335617,,,,
,109,21,,0.2196846306324005,,,
,109,21,,,0.37561482191085815,0.30000001192092896,0.6250000596046448
0.30326253175735474,110,22,,,,,
0.41336196660995483,111,22,,,,,
0.26008304953575134,112,22,,,,,
0.3691518306732178,113,22,,,,,
0.34141775965690613,114,22,,,,,
,22,,0.20348674058914185,,,,
,114,22,,0.20348675549030304,,,
,114,22,,,0.3374553918838501,0.32500001788139343,0.6500000357627869
0.31849032640457153,115,23,,,,,
0.26337704062461853,116,23,,,,,
0.29067257046699524,117,23,,,,,
0.3921069800853729,118,23,,,,,
0.29092350602149963,119,23,,,,,
,23,,0.20289118587970734,,,,
,119,23,,0.20289115607738495,,,
,119,23,,,0.3111140727996826,0.40000003576278687,0.699999988079071
0.34486523270606995,120,24,,,,,
0.26128461956977844,121,24,,,,,
0.2750973105430603,122,24,,,,,
0.24717575311660767,123,24,,,,,
0.3458413779735565,124,24,,,,,
,24,,0.18794038891792297,,,,
,124,24,,0.18794038891792297,,,
,124,24,,,0.2948528826236725,0.40000003576278687,0.699999988079071
0.3099893033504486,125,25,,,,,
0.20695163309574127,126,25,,,,,
0.351101815700531,127,25,,,,,
0.28447920083999634,128,25,,,,,
0.2848680019378662,129,25,,,,,
,25,,0.18643686175346375,,,,
,129,25,,0.18643686175346375,,,
,129,25,,,0.2874780297279358,0.32500001788139343,0.875
0.2955271005630493,130,26,,,,,
0.2557978332042694,131,26,,,,,
0.2630290985107422,132,26,,,,,
0.2728365361690521,133,26,,,,,
0.2540096342563629,134,26,,,,,
,26,,0.18583132326602936,,,,
,134,26,,0.18583133816719055,,,
,134,26,,,0.2682400345802307,0.3750000298023224,0.875
0.31367120146751404,135,27,,,,,
0.2949909567832947,136,27,,,,,
0.24047419428825378,137,27,,,,,
0.18128255009651184,138,27,,,,,
0.2547418475151062,139,27,,,,,
,27,,0.1750405877828598,,,,
,139,27,,0.1750405877828598,,,
,139,27,,,0.2570321261882782,0.40000003576278687,0.875
0.26278597116470337,140,28,,,,,
0.2394215315580368,141,28,,,,,
0.2140803039073944,142,28,,,,,
0.26038968563079834,143,28,,,,,
0.2806001603603363,144,28,,,,,
,28,,0.17763419449329376,,,,
,144,28,,0.17763419449329376,,,
,144,28,,,0.25145554542541504,0.40000003576278687,0.8999999761581421
0.28021711111068726,145,29,,,,,
0.21896612644195557,146,29,,,,,
0.22950653731822968,147,29,,,,,
0.26790469884872437,148,29,,,,,
0.2262551188468933,149,29,,,,,
,29,,0.16310657560825348,,,,
,149,29,,0.16310657560825348,,,
,149,29,,,0.24456989765167236,0.42500001192092896,0.824999988079071
0.24287666380405426,150,30,,,,,
0.25070175528526306,151,30,,,,,
0.21159237623214722,152,30,,,,,
0.21064522862434387,153,30,,,,,
0.22289296984672546,154,30,,,,,
,30,,0.16586917638778687,,,,
,154,30,,0.16586916148662567,,,
,154,30,,,0.2277418076992035,0.45000001788139343,0.8500000238418579
0.2576277554035187,155,31,,,,,
0.24356311559677124,156,31,,,,,
0.23196181654930115,157,31,,,,,
0.20973928272724152,158,31,,,,,
0.21557040512561798,159,31,,,,,
,31,,0.1576513946056366,,,,
,159,31,,0.1576514095067978,,,
,159,31,,,0.23169247806072235,0.5250000357627869,0.824999988079071
0.22258324921131134,160,32,,,,,
0.22826910018920898,161,32,,,,,
0.20549428462982178,162,32,,,,,
0.2501250207424164,163,32,,,,,
0.250931054353714,164,32,,,,,
,32,,0.15696848928928375,,,,
,164,32,,0.15696850419044495,,,
,164,32,,,0.23148052394390106,0.42500001192092896,0.7750000357627869
0.22229745984077454,165,33,,,,,
0.1829172670841217,166,33,,,,,
0.24874016642570496,167,33,,,,,
0.2004220336675644,168,33,,,,,
0.172841414809227,169,33,,,,,
,33,,0.14833764731884003,,,,
,169,33,,0.14833764731884003,,,
,169,33,,,0.20544366538524628,0.5250000357627869,0.8500000834465027
0.2143947184085846,170,34,,,,,
0.21301014721393585,171,34,,,,,
0.24883104860782623,172,34,,,,,
0.14035260677337646,173,34,,,,,
0.19639915227890015,174,34,,,,,
,34,,0.1431722790002823,,,,
,174,34,,0.1431722790002823,,,
,174,34,,,0.20259752869606018,0.5000000596046448,0.7000000476837158
0.19336311519145966,175,35,,,,,
0.20681023597717285,176,35,,,,,
0.18753406405448914,177,35,,,,,
0.23879285156726837,178,35,,,,,
0.15977658331394196,179,35,,,,,
,35,,0.15755857527256012,,,,
,179,35,,0.1575585901737213,,,
,179,35,,,0.19725535809993744,0.550000011920929,0.8250000476837158
0.2627716064453125,180,36,,,,,
0.1751246303319931,181,36,,,,,
0.17370212078094482,182,36,,,,,
0.1989518254995346,183,36,,,,,
0.1969486027956009,184,36,,,,,
,36,,0.1486251801252365,,,,
,184,36,,0.14862516522407532,,,
,184,36,,,0.20149974524974823,0.550000011920929,0.800000011920929
0.16826173663139343,185,37,,,,,
0.22939127683639526,186,37,,,,,
0.1792045682668686,187,37,,,,,
0.17278540134429932,188,37,,,,,
0.18655355274677277,189,37,,,,,
,37,,0.1373082399368286,,,,
,189,37,,0.1373082399368286,,,
,189,37,,,0.18723930418491364,0.550000011920929,0.875
0.19739961624145508,190,38,,,,,
0.17954814434051514,191,38,,,,,
0.16790714859962463,192,38,,,,,
0.24557389318943024,193,38,,,,,
0.11745284497737885,194,38,,,,,
,38,,0.1385025978088379,,,,
,194,38,,0.1385025978088379,,,
,194,38,,,0.18157634139060974,0.5250000357627869,0.7750000357627869
0.19188395142555237,195,39,,,,,
0.21079491078853607,196,39,,,,,
0.16602717339992523,197,39,,,,,
0.18289710581302643,198,39,,,,,
0.1400817632675171,199,39,,,,,
,39,,0.1359320729970932,,,,
,199,39,,0.1359320878982544,,,
,199,39,,,0.1783369779586792,0.5250000357627869,0.7749999761581421
0.16023656725883484,200,40,,,,,
0.1751933991909027,201,40,,,,,
0.16328886151313782,202,40,,,,,
0.23307839035987854,203,40,,,,,
0.14011313021183014,204,40,,,,,
,40,,0.13276036083698273,,,,
,204,40,,0.13276036083698273,,,
,204,40,,,0.1743820756673813,0.5250000357627869,0.8250000476837158
0.17878368496894836,205,41,,,,,
0.19305706024169922,206,41,,,,,
0.17845997214317322,207,41,,,,,
0.15475694835186005,208,41,,,,,
0.1625635027885437,209,41,,,,,
,41,,0.13324573636054993,,,,
,209,41,,0.13324573636054993,,,
,209,41,,,0.17352423071861267,0.5000000596046448,0.7750000357627869
0.1663801223039627,210,42,,,,,
0.1431732177734375,211,42,,,,,
0.16180559992790222,212,42,,,,,
0.20750077068805695,213,42,,,,,
0.14415206015110016,214,42,,,,,
,42,,0.13966694474220276,,,,
,214,42,,0.13966694474220276,,,
,214,42,,,0.1646023541688919,0.550000011920929,0.7750000357627869
0.1888943910598755,215,43,,,,,
0.14299339056015015,216,43,,,,,
0.20162644982337952,217,43,,,,,
0.16043029725551605,218,43,,,,,
0.13455000519752502,219,43,,,,,
,43,,0.12999096512794495,,,,
,219,43,,0.12999096512794495,,,
,219,43,,,0.16569891571998596,0.550000011920929,0.75
0.1318579614162445,220,44,,,,,
0.17524170875549316,221,44,,,,,
0.1522531807422638,222,44,,,,,
0.18476007878780365,223,44,,,,,
0.16704581677913666,224,44,,,,,
,44,,0.13518725335597992,,,,
,224,44,,0.13518725335597992,,,
,224,44,,,0.16223175823688507,0.550000011920929,0.7750000357627869
0.2067188024520874,225,45,,,,,
0.13067446649074554,226,45,,,,,
0.17061401903629303,227,45,,,,,
0.1704176962375641,228,45,,,,,
0.1395934373140335,229,45,,,,,
,45,,0.12675753235816956,,,,
,229,45,,0.12675753235816956,,,
,229,45,,,0.16360369324684143,0.5250000357627869,0.7749999761581421
0.1331617385149002,230,46,,,,,
0.13167396187782288,231,46,,,,,
0.14793895184993744,232,46,,,,,
0.1507258117198944,233,46,,,,,
0.17530199885368347,234,46,,,,,
,46,,0.12221205979585648,,,,
,234,46,,0.12221206724643707,,,
,234,46,,,0.14776049554347992,0.6250000596046448,0.8250000476837158
0.12784188985824585,235,47,,,,,
0.18335571885108948,236,47,,,,,
0.15428505837917328,237,47,,,,,
0.18298804759979248,238,47,,,,,
0.11028363555669785,239,47,,,,,
,47,,0.1267908364534378,,,,
,239,47,,0.1267908364534378,,,
,239,47,,,0.15175087749958038,0.574999988079071,0.7750000357627869
0.157840296626091,240,48,,,,,
0.13092833757400513,241,48,,,,,
0.1563584804534912,242,48,,,,,
0.11212471127510071,243,48,,,,,
0.1381085067987442,244,48,,,,,
,48,,0.12725624442100525,,,,
,244,48,,0.12725622951984406,,,
,244,48,,,0.13907207548618317,0.5750000476837158,0.8250001072883606
0.15297847986221313,245,49,,,,,
0.1554017961025238,246,49,,,,,
0.1558804214000702,247,49,,,,,
0.12302637100219727,248,49,,,,,
0.11821003258228302,249,49,,,,,
,49,,0.12005694210529327,,,,
,249,49,,0.12005694210529327,,,
,249,49,,,0.14109942317008972,0.550000011920929,0.8000000715255737
0.1594667136669159,250,50,,,,,
0.12632831931114197,251,50,,,,,
0.11345136165618896,252,50,,,,,
0.12326153367757797,253,50,,,,,
0.12027781456708908,254,50,,,,,
,50,,0.11952488124370575,,,,
,254,50,,0.11952487379312515,,,
,254,50,,,0.12855716049671173,0.6000000238418579,0.8250000476837158
0.10853354632854462,255,51,,,,,
0.12918375432491302,256,51,,,,,
0.1507262885570526,257,51,,,,,
0.12482991814613342,258,51,,,,,
0.13539442420005798,259,51,,,,,
,51,,0.12224346399307251,,,,
,259,51,,0.12224346399307251,,,
,259,51,,,0.1297335922718048,0.6000000238418579,0.7499999403953552
0.11164582520723343,260,52,,,,,
0.12979313731193542,261,52,,,,,
0.1614978313446045,262,52,,,,,
0.15538237988948822,263,52,,,,,
0.13905534148216248,264,52,,,,,
,52,,0.12181971222162247,,,,
,264,52,,0.12181971222162247,,,
,264,52,,,0.13947489857673645,0.6500000357627869,0.824999988079071
0.12797246873378754,265,53,,,,,
0.13463743031024933,266,53,,,,,
0.11746072769165039,267,53,,,,,
0.1514149308204651,268,53,,,,,
0.12038783729076385,269,53,,,,,
,53,,0.1298704296350479,,,,
,269,53,,0.1298704296350479,,,
,269,53,,,0.13037467002868652,0.625,0.7250000238418579
0.11410152167081833,270,54,,,,,
0.1142268031835556,271,54,,,,,
0.1668306142091751,272,54,,,,,
0.11562807112932205,273,54,,,,,
0.15381059050559998,274,54,,,,,
,54,,0.11647848039865494,,,,
,274,54,,0.11647850275039673,,,
,274,54,,,0.1329195201396942,0.6000000238418579,0.7500000596046448
0.13205969333648682,275,55,,,,,
0.14270010590553284,276,55,,,,,
0.08528227359056473,277,55,,,,,
0.1387007087469101,278,55,,,,,
0.09628277271986008,279,55,,,,,
,55,,0.12066924571990967,,,,
,279,55,,0.12066924571990967,,,
,279,55,,,0.11900512129068375,0.625,0.7000000476837158
0.11489581316709518,280,56,,,,,
0.12131651490926743,281,56,,,,,
0.10855547338724136,282,56,,,,,
0.11905959993600845,283,56,,,,,
0.1186518669128418,284,56,,,,,
,56,,0.11943623423576355,,,,
,284,56,,0.11943624168634415,,,
,284,56,,,0.11649584770202637,0.6000000238418579,0.824999988079071
0.11960000544786453,285,57,,,,,
0.1068386659026146,286,57,,,,,
0.1629645973443985,287,57,,,,,
0.11692418158054352,288,57,,,,,
0.10362477600574493,289,57,,,,,
,57,,0.11949385702610016,,,,
,289,57,,0.11949384212493896,,,
,289,57,,,0.12199044227600098,0.550000011920929,0.75
0.134270578622818,290,58,,,,,
0.13364137709140778,291,58,,,,,
0.12799647450447083,292,58,,,,,
0.13219775259494781,293,58,,,,,
0.09888133406639099,294,58,,,,,
,58,,0.12170878052711487,,,,
,294,58,,0.12170878797769547,,,
,294,58,,,0.12539750337600708,0.574999988079071,0.7000000476837158
0.12589211761951447,295,59,,,,,
0.16556033492088318,296,59,,,,,
0.07927174866199493,297,59,,,,,
0.13520577549934387,298,59,,,,,
0.12392187863588333,299,59,,,,,
,59,,0.11058032512664795,,,,
,299,59,,0.11058034002780914,,,
,299,59,,,0.12597037851810455,0.6499999761581421,0.8500000238418579
0.10839671641588211,300,60,,,,,
0.14486537873744965,301,60,,,,,
0.12639833986759186,302,60,,,,,
0.11088117957115173,303,60,,,,,
0.10867833346128464,304,60,,,,,
,60,,0.10459346324205399,,,,
,304,60,,0.10459347814321518,,,
,304,60,,,0.1198439821600914,0.675000011920929,0.800000011920929
0.11612814664840698,305,61,,,,,
0.08779135346412659,306,61,,,,,
0.11782718449831009,307,61,,,,,
0.12644605338573456,308,61,,,,,
0.12986959517002106,309,61,,,,,
,61,,0.11343532800674438,,,,
,309,61,,0.11343532800674438,,,
,309,61,,,0.1156124621629715,0.625,0.8499999642372131
0.10122263431549072,310,62,,,,,
0.1270756870508194,311,62,,,,,
0.11239907890558243,312,62,,,,,
0.1062108725309372,313,62,,,,,
0.12279020994901657,314,62,,,,,
,62,,0.12109924107789993,,,,
,314,62,,0.12109925597906113,,,
,314,62,,,0.11393968760967255,0.574999988079071,0.824999988079071
0.12492465227842331,315,63,,,,,
0.07237682491540909,316,63,,,,,
0.13043548166751862,317,63,,,,,
0.13146813213825226,318,63,,,,,
0.0976761057972908,319,63,,,,,
,63,,0.11695270985364914,,,,
,319,63,,0.11695270240306854,,,
,319,63,,,0.11137624830007553,0.625,0.800000011920929
0.10563009977340698,320,64,,,,,
0.08863097429275513,321,64,,,,,
0.10151467472314835,322,64,,,,,
0.12061602622270584,323,64,,,,,
0.10346327722072601,324,64,,,,,
,64,,0.11637350171804428,,,,
,324,64,,0.11637349426746368,,,
,324,64,,,0.10397101938724518,0.675000011920929,0.7999999523162842
0.07962965965270996,325,65,,,,,
0.0998292788863182,326,65,,,,,
0.09866966307163239,327,65,,,,,
0.08947744965553284,328,65,,,,,
0.12120652198791504,329,65,,,,,
,65,,0.12073540687561035,,,,
,329,65,,0.12073540687561035,,,
,329,65,,,0.09776251018047333,0.6749999523162842,0.7999999523162842
0.1109480932354927,330,66,,,,,
0.1131877601146698,331,66,,,,,
0.0848914235830307,332,66,,,,,
0.08540546894073486,333,66,,,,,
0.116060271859169,334,66,,,,,
,66,,0.11440124362707138,,,,
,334,66,,0.11440123617649078,,,
,334,66,,,0.10209860652685165,0.6499999761581421,0.75
0.08486715704202652,335,67,,,,,
0.08669508248567581,336,67,,,,,
0.10162332653999329,337,67,,,,,
0.09926310926675797,338,67,,,,,
0.09509238600730896,339,67,,,,,
,67,,0.11809094250202179,,,,
,339,67,,0.11809094995260239,,,
,339,67,,,0.09350822120904922,0.6749999523162842,0.824999988079071
0.12386928498744965,340,68,,,,,
0.09477494657039642,341,68,,,,,
0.08994457870721817,342,68,,,,,
0.10018176585435867,343,68,,,,,
0.08073936402797699,344,68,,,,,
,68,,0.11959852278232574,,,,
,344,68,,0.11959853023290634,,,
,344,68,,,0.09790198504924774,0.6499999761581421,0.800000011920929
0.07829906046390533,345,69,,,,,
0.11304628849029541,346,69,,,,,
0.09270762652158737,347,69,,,,,
0.09060585498809814,348,69,,,,,
0.0861029326915741,349,69,,,,,
,69,,0.11887139081954956,,,,
,349,69,,0.11887139081954956,,,
,349,69,,,0.09215235710144043,0.625,0.824999988079071
0.1112799122929573,350,70,,,,,
0.10821789503097534,351,70,,,,,
0.06818197667598724,352,70,,,,,
0.0858277976512909,353,70,,,,,
0.09597934782505035,354,70,,,,,
,70,,0.11339142173528671,,,,
,354,70,,0.1133914366364479,,,
,354,70,,,0.09389738738536835,0.6499999761581421,0.7999999523162842
