csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact
0,3.76822566986084,0,,,,
0,3.493591785430908,1,,,,
0,3.208646059036255,2,,,,
0,2.9384357929229736,3,,,,
0,2.819209337234497,4,,,,
0,2.670074939727783,5,,,,
0,2.5230917930603027,6,,,,
0,2.5295042991638184,7,,,,
0,2.3792226314544678,8,,,,
0,2.3175344467163086,9,,,,
0,2.217897415161133,10,,,,
0,2.165778636932373,11,,,,
0,2.130117893218994,12,,,,
,,0,1.692513346672058,,,
,,1,1.662503719329834,,,
0,,12,,1.6809712648391724,,
0,,12,,,2.710296392440796,0.0
1,2.0133442878723145,13,,,,
1,1.9933475255966187,14,,,,
1,1.9854373931884766,15,,,,
1,1.8383523225784302,16,,,,
1,1.8216325044631958,17,,,,
1,1.7677295207977295,18,,,,
1,1.7060290575027466,19,,,,
1,1.6536273956298828,20,,,,
1,1.6242480278015137,21,,,,
1,1.5479676723480225,22,,,,
1,1.5634092092514038,23,,,,
1,1.5082491636276245,24,,,,
1,1.4832425117492676,25,,,,
,,2,1.2268975973129272,,,
,,3,1.2025988101959229,,,
1,,25,,1.2175519466400146,,
1,,25,,,1.7336864471435547,0.0
2,1.455641746520996,26,,,,
2,1.4173616170883179,27,,,,
2,1.3634521961212158,28,,,,
2,1.3461427688598633,29,,,,
2,1.32000732421875,30,,,,
2,1.265371322631836,31,,,,
2,1.305785894393921,32,,,,
2,1.2732021808624268,33,,,,
2,1.2243260145187378,34,,,,
2,1.1984659433364868,35,,,,
2,1.218404769897461,36,,,,
2,1.177762508392334,37,,,,
2,1.1343892812728882,38,,,,
,,4,0.9699755907058716,,,
,,5,0.9457051157951355,,,
2,,38,,0.9606408476829529,,
2,,38,,,1.2860984802246094,0.0
3,1.1467570066452026,39,,,,
3,1.1216379404067993,40,,,,
3,1.1142874956130981,41,,,,
3,1.1100459098815918,42,,,,
3,1.1116015911102295,43,,,,
3,1.1059181690216064,44,,,,
3,1.071548342704773,45,,,,
3,1.0818067789077759,46,,,,
3,1.0621237754821777,47,,,,
3,1.066709041595459,48,,,,
3,1.0504125356674194,49,,,,
3,1.0556637048721313,50,,,,
3,1.0550143718719482,51,,,,
,,6,1.0028313398361206,,,
,,7,0.9887014627456665,,,
3,,51,,0.9973967671394348,,
3,,51,,,1.0890601873397827,0.0
4,1.0516512393951416,52,,,,
4,1.0173931121826172,53,,,,
4,1.0292706489562988,54,,,,
4,1.029613971710205,55,,,,
4,1.031469702720642,56,,,,
4,1.0335628986358643,57,,,,
4,1.015675663948059,58,,,,
4,1.021462321281433,59,,,,
4,0.9982401132583618,60,,,,
4,1.0011848211288452,61,,,,
4,0.9875503778457642,62,,,,
4,0.991017758846283,63,,,,
4,1.0191162824630737,64,,,,
,,8,0.9017114639282227,,,
,,9,0.8870342969894409,,,
4,,64,,0.896066427230835,,
4,,64,,,1.0174617767333984,0.0
5,0.9802511930465698,65,,,,
5,0.9896411895751953,66,,,,
5,0.9743489623069763,67,,,,
5,0.9794661998748779,68,,,,
5,0.9754447340965271,69,,,,
5,0.978619396686554,70,,,,
5,1.0069591999053955,71,,,,
5,0.972913920879364,72,,,,
5,0.9516783952713013,73,,,,
5,0.9889251589775085,74,,,,
5,0.9649384617805481,75,,,,
5,0.9365831017494202,76,,,,
5,0.9741270542144775,77,,,,
,,10,0.871313214302063,,,
,,11,0.8635587692260742,,,
5,,77,,0.8683308362960815,,
5,,77,,,0.974922776222229,0.0
6,0.9506738781929016,78,,,,
6,0.9414899349212646,79,,,,
6,0.9366777539253235,80,,,,
6,0.9526459574699402,81,,,,
6,0.9460716843605042,82,,,,
6,0.9347939491271973,83,,,,
6,0.9386486411094666,84,,,,
6,0.9307354688644409,85,,,,
6,0.939072847366333,86,,,,
6,0.9281297922134399,87,,,,
6,0.9334453344345093,88,,,,
6,0.9118322134017944,89,,,,
6,0.9419109225273132,90,,,,
,,12,0.8406339883804321,,,
,,13,0.834997832775116,,,
6,,90,,0.8384662866592407,,
6,,90,,,0.9373505711555481,0.0
7,0.9172888994216919,91,,,,
7,0.8979763984680176,92,,,,
7,0.9097459316253662,93,,,,
7,0.9430805444717407,94,,,,
7,0.9334743022918701,95,,,,
7,0.9056650400161743,96,,,,
7,0.891765832901001,97,,,,
7,0.905840277671814,98,,,,
7,0.9016399383544922,99,,,,
7,0.8895399570465088,100,,,,
7,0.8948985934257507,101,,,,
7,0.8979724049568176,102,,,,
7,0.8873582482337952,103,,,,
,,14,0.8107402324676514,,,
,,15,0.8063629269599915,,,
7,,103,,0.8090566396713257,,
7,,103,,,0.9060448408126831,0.0
8,0.8816449642181396,104,,,,
8,0.8843774795532227,105,,,,
8,0.8785361647605896,106,,,,
8,0.8873516321182251,107,,,,
8,0.8844597339630127,108,,,,
8,0.8829196691513062,109,,,,
8,0.8955146670341492,110,,,,
8,0.8834898471832275,111,,,,
8,0.8716771602630615,112,,,,
8,0.8796623349189758,113,,,,
