csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
3.8600211143493652,0,0,,,,,
3.329580783843994,0,1,,,,,
3.288180351257324,0,2,,,,,
2.962397336959839,0,3,,,,,
3.0247299671173096,0,4,,,,,
2.7720696926116943,0,5,,,,,
2.5075576305389404,0,6,,,,,
2.3703231811523438,0,7,,,,,
2.315154790878296,0,8,,,,,
2.2032151222229004,0,9,,,,,
2.2035489082336426,0,10,,,,,
2.156251907348633,0,11,,,,,
2.080695390701294,0,12,,,,,
1.9922394752502441,0,13,,,,,
1.8490889072418213,0,14,,,,,
1.997035264968872,0,15,,,,,
1.80038583278656,0,16,,,,,
1.6754430532455444,0,17,,,,,
1.7023940086364746,0,18,,,,,
1.6551856994628906,0,19,,,,,
1.6391980648040771,0,20,,,,,
1.496970534324646,0,21,,,,,
1.5657179355621338,0,22,,,,,
1.431080937385559,0,23,,,,,
1.4195102453231812,0,24,,,,,
1.411730170249939,0,25,,,,,
1.3671776056289673,0,26,,,,,
1.4684410095214844,0,27,,,,,
1.3771531581878662,0,28,,,,,
1.3201478719711304,0,29,,,,,
1.380662441253662,0,30,,,,,
1.3423357009887695,0,31,,,,,
,,0,0.9661043286323547,,,,
,,1,0.928234875202179,,,,
,,2,0.986565887928009,,,,
,,3,1.0281788110733032,,,,
,0,31,,0.9772709608078003,,,
,0,31,,,0.0,0.02500000037252903,2.0301756858825684
1.26821768283844,1,32,,,,,
1.3063409328460693,1,33,,,,,
1.2517226934432983,1,34,,,,,
1.2157498598098755,1,35,,,,,
1.2284759283065796,1,36,,,,,
1.2317324876785278,1,37,,,,,
1.20704984664917,1,38,,,,,
1.2080025672912598,1,39,,,,,
1.1458783149719238,1,40,,,,,
1.1173125505447388,1,41,,,,,
1.185962438583374,1,42,,,,,
1.1847364902496338,1,43,,,,,
1.1056894063949585,1,44,,,,,
1.0340747833251953,1,45,,,,,
1.0372284650802612,1,46,,,,,
1.1154145002365112,1,47,,,,,
0.9684170484542847,1,48,,,,,
0.9881909489631653,1,49,,,,,
1.0119233131408691,1,50,,,,,
0.9829860329627991,1,51,,,,,
0.9332828521728516,1,52,,,,,
0.9619981050491333,1,53,,,,,
1.0179941654205322,1,54,,,,,
0.9639316201210022,1,55,,,,,
0.8788362145423889,1,56,,,,,
0.8240799307823181,1,57,,,,,
0.8954644203186035,1,58,,,,,
0.9628037810325623,1,59,,,,,
0.9244646430015564,1,60,,,,,
0.85788893699646,1,61,,,,,
0.9109784364700317,1,62,,,,,
0.8415639400482178,1,63,,,,,
,,4,0.5566723942756653,,,,
,,5,0.5390212535858154,,,,
,,6,0.6644971370697021,,,,
,,7,0.6226431727409363,,,,
,1,63,,0.5957084894180298,,,
,1,63,,,0.0,0.05625000223517418,1.0552623271942139
0.7699395418167114,2,64,,,,,
0.8058789968490601,2,65,,,,,
0.9020982980728149,2,66,,,,,
0.779928982257843,2,67,,,,,
0.7942577600479126,2,68,,,,,
0.7637779712677002,2,69,,,,,
0.7756409049034119,2,70,,,,,
0.8557889461517334,2,71,,,,,
0.7199970483779907,2,72,,,,,
0.7692709565162659,2,73,,,,,
0.7278082370758057,2,74,,,,,
0.7777359485626221,2,75,,,,,
0.6757190227508545,2,76,,,,,
0.6377028226852417,2,77,,,,,
0.7076501250267029,2,78,,,,,
0.6684180498123169,2,79,,,,,
0.7327665090560913,2,80,,,,,
0.6081282496452332,2,81,,,,,
0.6424964666366577,2,82,,,,,
0.6441036462783813,2,83,,,,,
0.6383923888206482,2,84,,,,,
0.7006881237030029,2,85,,,,,
0.5779120922088623,2,86,,,,,
0.6929250359535217,2,87,,,,,
0.6139400005340576,2,88,,,,,
0.6604113578796387,2,89,,,,,
0.6821297407150269,2,90,,,,,
0.5584679245948792,2,91,,,,,
0.636400043964386,2,92,,,,,
0.6086857914924622,2,93,,,,,
0.5248726606369019,2,94,,,,,
0.5637112259864807,2,95,,,,,
,,8,0.2506876587867737,,,,
,,9,0.2759926915168762,,,,
,,10,0.3678068220615387,,,,
,,11,0.2861454486846924,,,,
,2,95,,0.29515817761421204,,,
,2,95,,,0.30000001192092896,0.48750001192092896,0.6943013668060303
0.5304718017578125,3,96,,,,,
0.4929983913898468,3,97,,,,,
0.5348091125488281,3,98,,,,,
0.542098343372345,3,99,,,,,
0.4824651777744293,3,100,,,,,
0.5459568500518799,3,101,,,,,
0.6664616465568542,3,102,,,,,
0.46513882279396057,3,103,,,,,
0.44516074657440186,3,104,,,,,
0.4717382788658142,3,105,,,,,
0.5170164108276367,3,106,,,,,
0.4270581007003784,3,107,,,,,
0.4460756182670593,3,108,,,,,
0.376886248588562,3,109,,,,,
0.4046779274940491,3,110,,,,,
0.4323761761188507,3,111,,,,,
0.5354546904563904,3,112,,,,,
0.414911687374115,3,113,,,,,
0.4476388692855835,3,114,,,,,
0.3942871391773224,3,115,,,,,
0.3823072910308838,3,116,,,,,
0.37772446870803833,3,117,,,,,
0.2795008718967438,3,118,,,,,
0.3217587172985077,3,119,,,,,
0.30777859687805176,3,120,,,,,
0.40948668122291565,3,121,,,,,
0.41608166694641113,3,122,,,,,
0.42995259165763855,3,123,,,,,
0.3837939500808716,3,124,,,,,
0.28302523493766785,3,125,,,,,
0.45947328209877014,3,126,,,,,
0.3331361711025238,3,127,,,,,
,,12,0.13029594719409943,,,,
,,13,0.16758868098258972,,,,
,,14,0.2331799417734146,,,,
,,15,0.16032616794109344,,,,
,3,127,,0.1728476732969284,,,
,3,127,,,0.5687500238418579,0.875,0.43617817759513855
0.3367791771888733,4,128,,,,,
0.36321938037872314,4,129,,,,,
0.3046902120113373,4,130,,,,,
0.2633560001850128,4,131,,,,,
0.3416214883327484,4,132,,,,,
0.37611910700798035,4,133,,,,,
0.2657060921192169,4,134,,,,,
0.3142923414707184,4,135,,,,,
0.2582935392856598,4,136,,,,,
0.38737764954566956,4,137,,,,,
0.35569801926612854,4,138,,,,,
0.41608211398124695,4,139,,,,,
0.31550678610801697,4,140,,,,,
0.3102666735649109,4,141,,,,,
0.26656827330589294,4,142,,,,,
0.30727508664131165,4,143,,,,,
0.3722817599773407,4,144,,,,,
0.3150769770145416,4,145,,,,,
0.2853747308254242,4,146,,,,,
0.45005548000335693,4,147,,,,,
0.35669344663619995,4,148,,,,,
0.2732847332954407,4,149,,,,,
0.2798529267311096,4,150,,,,,
0.2737394869327545,4,151,,,,,
0.23600101470947266,4,152,,,,,
0.2418522834777832,4,153,,,,,
0.34373119473457336,4,154,,,,,
0.3272383213043213,4,155,,,,,
0.2984180450439453,4,156,,,,,
0.26808369159698486,4,157,,,,,
0.3223772346973419,4,158,,,,,
0.25065121054649353,4,159,,,,,
,,16,0.11115676164627075,,,,
,,17,0.13787135481834412,,,,
,,18,0.18852123618125916,,,,
,,19,0.128391295671463,,,,
,4,159,,0.14148516952991486,,,
,4,159,,,0.5125000476837158,0.8875000476837158,0.31492388248443604
0.3105849623680115,5,160,,,,,
0.22636738419532776,5,161,,,,,
0.2579989433288574,5,162,,,,,
0.23605400323867798,5,163,,,,,
0.24938635528087616,5,164,,,,,
0.3363783359527588,5,165,,,,,
0.3129425644874573,5,166,,,,,
0.24121566116809845,5,167,,,,,
0.240312397480011,5,168,,,,,
0.23613689839839935,5,169,,,,,
0.25668537616729736,5,170,,,,,
0.3129168152809143,5,171,,,,,
0.23074288666248322,5,172,,,,,
0.20198407769203186,5,173,,,,,
0.25286024808883667,5,174,,,,,
0.2754706144332886,5,175,,,,,
0.25111228227615356,5,176,,,,,
0.22203747928142548,5,177,,,,,
0.22321289777755737,5,178,,,,,
0.23080599308013916,5,179,,,,,
0.2421136200428009,5,180,,,,,
0.2729085087776184,5,181,,,,,
0.22153480350971222,5,182,,,,,
0.24979689717292786,5,183,,,,,
0.22811327874660492,5,184,,,,,
0.24980683624744415,5,185,,,,,
0.22614285349845886,5,186,,,,,
0.2256184071302414,5,187,,,,,
0.21895691752433777,5,188,,,,,
0.20054736733436584,5,189,,,,,
0.2307008057832718,5,190,,,,,
0.24806047976016998,5,191,,,,,
,,20,0.09523955732584,,,,
,,21,0.11884519457817078,,,,
,,22,0.16206561028957367,,,,
,,23,0.10984738916158676,,,,
,5,191,,0.1214994341135025,,,
,5,191,,,0.5562500357627869,0.9125000238418579,0.24748460948467255
0.2836686372756958,6,192,,,,,
0.1863250583410263,6,193,,,,,
0.27601394057273865,6,194,,,,,
0.22591769695281982,6,195,,,,,
0.23494209349155426,6,196,,,,,
0.19794489443302155,6,197,,,,,
0.19585451483726501,6,198,,,,,
0.3220461308956146,6,199,,,,,
0.21252359449863434,6,200,,,,,
0.2194710671901703,6,201,,,,,
0.17093226313591003,6,202,,,,,
0.3103159964084625,6,203,,,,,
0.3181472420692444,6,204,,,,,
0.22836358845233917,6,205,,,,,
0.19296205043792725,6,206,,,,,
0.2078605443239212,6,207,,,,,
0.23289979994297028,6,208,,,,,
0.13875812292099,6,209,,,,,
0.21869434416294098,6,210,,,,,
0.12613633275032043,6,211,,,,,
0.17065006494522095,6,212,,,,,
0.2147253304719925,6,213,,,,,
0.14108775556087494,6,214,,,,,
0.3000378906726837,6,215,,,,,
0.19181448221206665,6,216,,,,,
0.1524001955986023,6,217,,,,,
0.17946018278598785,6,218,,,,,
0.25613903999328613,6,219,,,,,
0.18569603562355042,6,220,,,,,
0.2488030344247818,6,221,,,,,
0.23877005279064178,6,222,,,,,
0.2750492990016937,6,223,,,,,
,,24,0.09448540955781937,,,,
,,25,0.11669271439313889,,,,
,,26,0.15951144695281982,,,,
,,27,0.10883185267448425,,,,
,6,223,,0.11988036334514618,,,
,6,223,,,0.5562500357627869,0.875,0.22045035660266876
0.21046537160873413,7,224,,,,,
0.19339971244335175,7,225,,,,,
0.21136081218719482,7,226,,,,,
0.17791549861431122,7,227,,,,,
0.2306155264377594,7,228,,,,,
0.1538897156715393,7,229,,,,,
0.20871922373771667,7,230,,,,,
0.2632565498352051,7,231,,,,,
0.15360817313194275,7,232,,,,,
0.1994931697845459,7,233,,,,,
0.18083487451076508,7,234,,,,,
0.16962984204292297,7,235,,,,,
0.2648325264453888,7,236,,,,,
0.2176879346370697,7,237,,,,,
0.21634705364704132,7,238,,,,,
0.26958417892456055,7,239,,,,,
0.19222253561019897,7,240,,,,,
0.11854982376098633,7,241,,,,,
0.24634039402008057,7,242,,,,,
0.1627023071050644,7,243,,,,,
0.1586642861366272,7,244,,,,,
0.16162225604057312,7,245,,,,,
0.24534782767295837,7,246,,,,,
0.1929040551185608,7,247,,,,,
0.22252778708934784,7,248,,,,,
0.14668698608875275,7,249,,,,,
0.1841636300086975,7,250,,,,,
0.13555443286895752,7,251,,,,,
0.16498731076717377,7,252,,,,,
0.1964426040649414,7,253,,,,,
0.18585383892059326,7,254,,,,,
0.1506415754556656,7,255,,,,,
,,28,0.0810275450348854,,,,
,,29,0.10406046360731125,,,,
,,30,0.13049519062042236,,,,
,,31,0.0889899805188179,,,,
,7,255,,0.10114329308271408,,,
,7,255,,,0.6499999761581421,0.918749988079071,0.19333912432193756
0.14843101799488068,8,256,,,,,
0.13702057301998138,8,257,,,,,
0.1601361632347107,8,258,,,,,
0.1981496512889862,8,259,,,,,
0.20144884288311005,8,260,,,,,
0.19780898094177246,8,261,,,,,
0.23162826895713806,8,262,,,,,
0.19032949209213257,8,263,,,,,
0.14398585259914398,8,264,,,,,
0.1326923370361328,8,265,,,,,
0.15798822045326233,8,266,,,,,
0.19227811694145203,8,267,,,,,
0.169341042637825,8,268,,,,,
0.23811577260494232,8,269,,,,,
0.17289866507053375,8,270,,,,,
0.14063961803913116,8,271,,,,,
0.13343335688114166,8,272,,,,,
0.1482563316822052,8,273,,,,,
0.23163186013698578,8,274,,,,,
0.1743936687707901,8,275,,,,,
0.10710610449314117,8,276,,,,,
0.22771459817886353,8,277,,,,,
0.1952148675918579,8,278,,,,,
0.2014525681734085,8,279,,,,,
0.11697497963905334,8,280,,,,,
0.190399169921875,8,281,,,,,
0.17915739119052887,8,282,,,,,
0.20859092473983765,8,283,,,,,
