csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
2.7638309001922607,0,0,,,,,
2.4361259937286377,1,0,,,,,
2.896148443222046,2,0,,,,,
2.46127986907959,3,0,,,,,
2.513143539428711,4,0,,,,,
2.4826207160949707,5,0,,,,,
2.585103750228882,6,0,,,,,
2.2582643032073975,7,0,,,,,
2.3377866744995117,8,0,,,,,
2.080319404602051,9,0,,,,,
2.2177515029907227,10,0,,,,,
2.0856688022613525,11,0,,,,,
1.8728755712509155,12,0,,,,,
2.201173782348633,13,0,,,,,
1.9790395498275757,14,0,,,,,
2.0490610599517822,15,0,,,,,
1.9124541282653809,16,0,,,,,
2.2121219635009766,17,0,,,,,
1.854173183441162,18,0,,,,,
1.7679046392440796,19,0,,,,,
,0,,1.4193865060806274,,,,
,1,,1.6550683975219727,,,,
,2,,1.4092018604278564,,,,
,19,0,,1.5116221904754639,,,
,19,0,,,2.2483420372009277,0.0,0.0416666679084301
1.5935136079788208,20,1,,,,,
1.6834383010864258,21,1,,,,,
1.9663203954696655,22,1,,,,,
1.7701961994171143,23,1,,,,,
1.7343605756759644,24,1,,,,,
1.5780143737792969,25,1,,,,,
1.7435195446014404,26,1,,,,,
1.6705430746078491,27,1,,,,,
1.4999775886535645,28,1,,,,,
1.559906244277954,29,1,,,,,
1.5467838048934937,30,1,,,,,
1.366348385810852,31,1,,,,,
1.5960205793380737,32,1,,,,,
1.5732383728027344,33,1,,,,,
1.6093095541000366,34,1,,,,,
1.1969709396362305,35,1,,,,,
1.1651101112365723,36,1,,,,,
1.246367335319519,37,1,,,,,
1.3792858123779297,38,1,,,,,
1.1470814943313599,39,1,,,,,
,3,,0.6889234781265259,,,,
,4,,0.9287954568862915,,,,
,5,,0.8121328353881836,,,,
,39,1,,0.8095141649246216,,,
,39,1,,,1.5313152074813843,0.0,0.0
1.0404618978500366,40,2,,,,,
1.169917106628418,41,2,,,,,
1.2210084199905396,42,2,,,,,
1.5407214164733887,43,2,,,,,
1.1804357767105103,44,2,,,,,
1.2994191646575928,45,2,,,,,
1.2008708715438843,46,2,,,,,
1.3132810592651367,47,2,,,,,
0.9342130422592163,48,2,,,,,
1.1168217658996582,49,2,,,,,
1.0158448219299316,50,2,,,,,
1.0248281955718994,51,2,,,,,
1.0273483991622925,52,2,,,,,
1.219398856163025,53,2,,,,,
1.0417720079421997,54,2,,,,,
0.7260971665382385,55,2,,,,,
0.9098625779151917,56,2,,,,,
1.0104700326919556,57,2,,,,,
0.8991875648498535,58,2,,,,,
0.7883543372154236,59,2,,,,,
,6,,0.32569563388824463,,,,
,7,,0.4962579309940338,,,,
,8,,0.48841986060142517,,,,
,59,2,,0.42646536231040955,,,
,59,2,,,1.0840156078338623,0.0,0.2083333283662796
0.8067889213562012,60,3,,,,,
0.8913567066192627,61,3,,,,,
0.8036715388298035,62,3,,,,,
0.6912279725074768,63,3,,,,,
0.6917431354522705,64,3,,,,,
0.8655508160591125,65,3,,,,,
0.8197794556617737,66,3,,,,,
0.822157621383667,67,3,,,,,
0.7439175844192505,68,3,,,,,
0.6653969287872314,69,3,,,,,
0.7137100696563721,70,3,,,,,
0.6937272548675537,71,3,,,,,
0.7348088026046753,72,3,,,,,
0.8060892224311829,73,3,,,,,
0.40644392371177673,74,3,,,,,
1.1033724546432495,75,3,,,,,
0.4580393135547638,76,3,,,,,
0.40382683277130127,77,3,,,,,
0.5967156887054443,78,3,,,,,
0.6119413375854492,79,3,,,,,
,9,,0.16016210615634918,,,,
,10,,0.28740960359573364,,,,
,11,,0.2794702649116516,,,,
,79,3,,0.23492273688316345,,,
,79,3,,,0.7165132761001587,0.375,0.7083333134651184
0.476248174905777,80,4,,,,,
0.46509605646133423,81,4,,,,,
0.6641356945037842,82,4,,,,,
0.4670320153236389,83,4,,,,,
0.5401923060417175,84,4,,,,,
0.32267627120018005,85,4,,,,,
0.5022144317626953,86,4,,,,,
0.4619550108909607,87,4,,,,,
0.3699720799922943,88,4,,,,,
0.42477521300315857,89,4,,,,,
0.5678192377090454,90,4,,,,,
0.6353632807731628,91,4,,,,,
0.45794034004211426,92,4,,,,,
0.3785572350025177,93,4,,,,,
0.4713951349258423,94,4,,,,,
0.47123876214027405,95,4,,,,,
0.34283918142318726,96,4,,,,,
0.3468814492225647,97,4,,,,,
0.43557050824165344,98,4,,,,,
0.47164595127105713,99,4,,,,,
,12,,0.1167335957288742,,,,
,13,,0.17915894091129303,,,,
,14,,0.12004641443490982,,,,
,99,4,,0.14236630499362946,,,
,99,4,,,0.46367746591567993,0.5,0.75
0.3623824715614319,100,5,,,,,
0.4624786376953125,101,5,,,,,
0.2601003646850586,102,5,,,,,
0.5404584407806396,103,5,,,,,
0.254054456949234,104,5,,,,,
0.34803369641304016,105,5,,,,,
0.2899382710456848,106,5,,,,,
0.3344561755657196,107,5,,,,,
1.2665390968322754,108,5,,,,,
0.6580565571784973,109,5,,,,,
0.8045586943626404,110,5,,,,,
0.5658453106880188,111,5,,,,,
0.555161714553833,112,5,,,,,
0.5954045057296753,113,5,,,,,
0.6987038254737854,114,5,,,,,
0.6214327812194824,115,5,,,,,
0.4597337543964386,116,5,,,,,
0.473857581615448,117,5,,,,,
0.46444958448410034,118,5,,,,,
0.4207015037536621,119,5,,,,,
,15,,0.0856262743473053,,,,
,16,,0.24006232619285583,,,,
