csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
3.906296491622925,0,0,,,,,
3.3645553588867188,1,0,,,,,
3.10304856300354,2,0,,,,,
2.8868370056152344,3,0,,,,,
2.693497896194458,4,0,,,,,
2.6546196937561035,5,0,,,,,
2.3399360179901123,6,0,,,,,
2.3436052799224854,7,0,,,,,
2.294445514678955,8,0,,,,,
2.1940834522247314,9,0,,,,,
2.0609893798828125,10,0,,,,,
2.142047643661499,11,0,,,,,
2.073310613632202,12,0,,,,,
2.0064632892608643,13,0,,,,,
1.9110945463180542,14,0,,,,,
1.8112179040908813,15,0,,,,,
1.7681939601898193,16,0,,,,,
1.7326246500015259,17,0,,,,,
1.645167350769043,18,0,,,,,
1.5951918363571167,19,0,,,,,
,0,,1.2958452701568604,,,,
,1,,1.2789307832717896,,,,
,2,,1.223289132118225,,,,
,19,0,,1.2745683193206787,,,
,19,0,,,0.0,0.0,2.3263611793518066
1.5204825401306152,20,1,,,,,
1.6084883213043213,21,1,,,,,
1.4732764959335327,22,1,,,,,
1.460692286491394,23,1,,,,,
1.4802963733673096,24,1,,,,,
1.4306020736694336,25,1,,,,,
1.3258858919143677,26,1,,,,,
1.3339602947235107,27,1,,,,,
1.3415738344192505,28,1,,,,,
1.3891282081604004,29,1,,,,,
1.249481201171875,30,1,,,,,
1.2644518613815308,31,1,,,,,
1.2999743223190308,32,1,,,,,
1.244937777519226,33,1,,,,,
1.2700450420379639,34,1,,,,,
1.1864434480667114,35,1,,,,,
1.1560187339782715,36,1,,,,,
1.2148574590682983,37,1,,,,,
1.222442388534546,38,1,,,,,
1.164067029953003,39,1,,,,,
,3,,0.8633084297180176,,,,
,4,,0.8551894426345825,,,,
,5,,0.77708500623703,,,,
,39,1,,0.842816174030304,,,
,39,1,,,0.0520833320915699,0.0,1.3318551778793335
1.2112456560134888,40,2,,,,,
1.127685785293579,41,2,,,,,
1.0938572883605957,42,2,,,,,
1.0632226467132568,43,2,,,,,
1.1188721656799316,44,2,,,,,
1.0584348440170288,45,2,,,,,
0.9740664958953857,46,2,,,,,
1.0292810201644897,47,2,,,,,
0.9595364332199097,48,2,,,,,
1.019375205039978,49,2,,,,,
0.9738727807998657,50,2,,,,,
1.0141010284423828,51,2,,,,,
0.8858650922775269,52,2,,,,,
1.0182487964630127,53,2,,,,,
0.8940221071243286,54,2,,,,,
0.8657768368721008,55,2,,,,,
0.9057781100273132,56,2,,,,,
0.8859858512878418,57,2,,,,,
0.8691251277923584,58,2,,,,,
0.8065025806427002,59,2,,,,,
,6,,0.6244463920593262,,,,
,7,,0.6533784866333008,,,,
,8,,0.5413954257965088,,,,
,59,2,,0.6194090247154236,,,
,59,2,,,0.0520833320915699,0.0,0.9887428283691406
0.8616742491722107,60,3,,,,,
0.8934908509254456,61,3,,,,,
0.9633224606513977,62,3,,,,,
0.7669904828071594,63,3,,,,,
0.7666066884994507,64,3,,,,,
0.7776490449905396,65,3,,,,,
0.8275728225708008,66,3,,,,,
0.7736504077911377,67,3,,,,,
0.7602629661560059,68,3,,,,,
0.7053705453872681,69,3,,,,,
0.8126088380813599,70,3,,,,,
0.7612872123718262,71,3,,,,,
0.7284637093544006,72,3,,,,,
0.6681088805198669,73,3,,,,,
0.6635290384292603,74,3,,,,,
0.653940737247467,75,3,,,,,
0.5719489455223083,76,3,,,,,
0.735617995262146,77,3,,,,,
0.6047444343566895,78,3,,,,,
0.7202026844024658,79,3,,,,,
,9,,0.4304952621459961,,,,
,10,,0.49020901322364807,,,,
,11,,0.3253699243068695,,,,
,79,3,,0.4333557188510895,,,
,79,3,,,0.34375,0.1927083283662796,0.750852108001709
0.6434649229049683,80,4,,,,,
0.6196223497390747,81,4,,,,,
0.5942107439041138,82,4,,,,,
0.6115675568580627,83,4,,,,,
0.6136588454246521,84,4,,,,,
0.5998431444168091,85,4,,,,,
0.6000243425369263,86,4,,,,,
0.5345522165298462,87,4,,,,,
0.5738924145698547,88,4,,,,,
0.576026201248169,89,4,,,,,
0.5346059799194336,90,4,,,,,
0.6231772303581238,91,4,,,,,
