csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/micro,csv-train_loss_epoch,csv-accuracy/none
2.7883315086364746,0,0,,,,,
2.523822784423828,0,1,,,,,
2.288733959197998,0,2,,,,,
2.1241817474365234,0,3,,,,,
2.027245283126831,0,4,,,,,
1.915426254272461,0,5,,,,,
1.8740675449371338,0,6,,,,,
1.7277628183364868,0,7,,,,,
1.7409347295761108,0,8,,,,,
1.6306239366531372,0,9,,,,,
1.617335557937622,0,10,,,,,
1.582527756690979,0,11,,,,,
1.6236183643341064,0,12,,,,,
1.5218825340270996,0,13,,,,,
1.4950659275054932,0,14,,,,,
1.4683575630187988,0,15,,,,,
1.433502435684204,0,16,,,,,
1.3690602779388428,0,17,,,,,
1.3254194259643555,0,18,,,,,
1.2500720024108887,0,19,,,,,
1.2165286540985107,0,20,,,,,
1.2071022987365723,0,21,,,,,
1.161644458770752,0,22,,,,,
1.1500189304351807,0,23,,,,,
1.0775461196899414,0,24,,,,,
1.064869999885559,0,25,,,,,
1.0771510601043701,0,26,,,,,
0.9892427921295166,0,27,,,,,
0.9909622669219971,0,28,,,,,
0.960858166217804,0,29,,,,,
0.8979920148849487,0,30,,,,,
0.9272279739379883,0,31,,,,,
0.8410205841064453,0,32,,,,,
0.8336323499679565,0,33,,,,,
0.801679253578186,0,34,,,,,
0.7813087701797485,0,35,,,,,
0.8115526437759399,0,36,,,,,
0.7377352118492126,0,37,,,,,
0.7212557196617126,0,38,,,,,
0.7477890253067017,0,39,,,,,
,,0,0.48956647515296936,,,,
,,1,0.49203217029571533,,,,
,,2,0.4643029570579529,,,,
,,3,0.46833497285842896,,,,
,,4,0.4799893796443939,,,,
,0,39,,0.4788452088832855,,,
,0,39,,,0.0,1.3581273555755615,0.0
0.7032085657119751,1,40,,,,,
0.6366162896156311,1,41,,,,,
0.5945591926574707,1,42,,,,,
0.6245244741439819,1,43,,,,,
0.6076244115829468,1,44,,,,,
0.5683445930480957,1,45,,,,,
0.5530905723571777,1,46,,,,,
0.5507674217224121,1,47,,,,,
0.6127249002456665,1,48,,,,,
0.5657656192779541,1,49,,,,,
0.4770109951496124,1,50,,,,,
0.506918728351593,1,51,,,,,
0.49477866291999817,1,52,,,,,
0.47352316975593567,1,53,,,,,
0.471212238073349,1,54,,,,,
0.4569815993309021,1,55,,,,,
0.41434958577156067,1,56,,,,,
0.42444172501564026,1,57,,,,,
0.4280845522880554,1,58,,,,,
0.3944449722766876,1,59,,,,,
0.3635653257369995,1,60,,,,,
0.405558317899704,1,61,,,,,
0.427132248878479,1,62,,,,,
0.31542158126831055,1,63,,,,,
0.3051759600639343,1,64,,,,,
0.34095001220703125,1,65,,,,,
0.3007325530052185,1,66,,,,,
0.2814522683620453,1,67,,,,,
0.34703734517097473,1,68,,,,,
0.28099533915519714,1,69,,,,,
0.27858737111091614,1,70,,,,,
0.29491177201271057,1,71,,,,,
0.2778940200805664,1,72,,,,,
0.2684935927391052,1,73,,,,,
0.26963669061660767,1,74,,,,,
0.2485085278749466,1,75,,,,,
0.2869533896446228,1,76,,,,,
0.21924132108688354,1,77,,,,,
0.2523518204689026,1,78,,,,,
0.22063583135604858,1,79,,,,,
,,5,0.10056363046169281,,,,
,,6,0.10643753409385681,,,,
,,7,0.060366980731487274,,,,
,,8,0.06560410559177399,,,,
,,9,0.09855756908655167,,,,
,1,79,,0.08630596101284027,,,
,1,79,,,0.4479166567325592,0.4136052131652832,0.4635416567325592
0.20510347187519073,2,80,,,,,
0.2634675204753876,2,81,,,,,
0.24903449416160583,2,82,,,,,
0.16422611474990845,2,83,,,,,
0.1883144974708557,2,84,,,,,
0.17940658330917358,2,85,,,,,
0.17968960106372833,2,86,,,,,
0.22089993953704834,2,87,,,,,
0.14022168517112732,2,88,,,,,
0.15133610367774963,2,89,,,,,
0.19048918783664703,2,90,,,,,
0.160478413105011,2,91,,,,,
0.10723985731601715,2,92,,,,,
0.13693241775035858,2,93,,,,,
0.14451192319393158,2,94,,,,,
0.20999310910701752,2,95,,,,,
0.1307634860277176,2,96,,,,,
0.14657369256019592,2,97,,,,,
0.11186658591032028,2,98,,,,,
0.1137191504240036,2,99,,,,,
0.15049970149993896,2,100,,,,,
0.10314527153968811,2,101,,,,,
0.16124272346496582,2,102,,,,,
0.12006798386573792,2,103,,,,,
0.10981303453445435,2,104,,,,,
0.09817364811897278,2,105,,,,,
0.13875198364257812,2,106,,,,,
0.1457044631242752,2,107,,,,,
0.1378350406885147,2,108,,,,,
0.1247495710849762,2,109,,,,,
0.10778014361858368,2,110,,,,,
0.0737045630812645,2,111,,,,,
0.08093927055597305,2,112,,,,,
0.07919500768184662,2,113,,,,,
0.09365982562303543,2,114,,,,,
0.11197397857904434,2,115,,,,,
0.07082966715097427,2,116,,,,,
0.11128060519695282,2,117,,,,,
0.07265342772006989,2,118,,,,,
0.09420417249202728,2,119,,,,,
,,10,0.0508933961391449,,,,
,,11,0.039443593472242355,,,,
,,12,0.01091744750738144,,,,
,,13,0.021143581718206406,,,,
,,14,0.05414490029215813,,,,
,2,119,,0.035308584570884705,,,
,2,119,,,0.8072916865348816,0.13951179385185242,0.8072916865348816
0.07955078035593033,3,120,,,,,
0.0780997946858406,3,121,,,,,
0.07415933161973953,3,122,,,,,
0.10664522647857666,3,123,,,,,
0.08791771531105042,3,124,,,,,
0.10411491990089417,3,125,,,,,
0.08863648027181625,3,126,,,,,
0.08494171500205994,3,127,,,,,
0.10581106692552567,3,128,,,,,
0.1318257749080658,3,129,,,,,
0.14908859133720398,3,130,,,,,
0.058325979858636856,3,131,,,,,
0.08914241194725037,3,132,,,,,
0.09706774353981018,3,133,,,,,
0.05046648159623146,3,134,,,,,
0.0570584237575531,3,135,,,,,
0.0669909119606018,3,136,,,,,
0.09098529070615768,3,137,,,,,
0.09332448244094849,3,138,,,,,
0.10292261838912964,3,139,,,,,
0.06223078817129135,3,140,,,,,
0.09244608879089355,3,141,,,,,
0.061957985162734985,3,142,,,,,
0.06645752489566803,3,143,,,,,
0.05501018837094307,3,144,,,,,
0.13128912448883057,3,145,,,,,
0.1287175416946411,3,146,,,,,
0.07209833711385727,3,147,,,,,
0.04791182279586792,3,148,,,,,
0.07350766658782959,3,149,,,,,
0.07153567671775818,3,150,,,,,
0.05503165349364281,3,151,,,,,
0.0650792047381401,3,152,,,,,
0.07030075043439865,3,153,,,,,
0.07986702769994736,3,154,,,,,
0.04580911993980408,3,155,,,,,
0.052865225821733475,3,156,,,,,
0.04760722070932388,3,157,,,,,
0.059027303010225296,3,158,,,,,
0.050420500338077545,3,159,,,,,
,,15,0.038147423416376114,,,,
,,16,0.029095055535435677,,,,
,,17,0.009413491934537888,,,,
,,18,0.014769231900572777,,,,
,,19,0.03667538985610008,,,,
,3,159,,0.025620121508836746,,,
,3,159,,,0.7239583134651184,0.07965616881847382,0.7239583134651184
0.055744659155607224,4,160,,,,,
0.047473106533288956,4,161,,,,,
0.04884608834981918,4,162,,,,,
0.040171172469854355,4,163,,,,,
0.06294643133878708,4,164,,,,,
0.049859438091516495,4,165,,,,,
0.05947033315896988,4,166,,,,,
0.04336080700159073,4,167,,,,,
0.08182917535305023,4,168,,,,,
0.09709702432155609,4,169,,,,,
0.09966833889484406,4,170,,,,,
0.04436244070529938,4,171,,,,,
0.027917394414544106,4,172,,,,,
0.054836809635162354,4,173,,,,,
0.03556184098124504,4,174,,,,,
0.06938622891902924,4,175,,,,,
0.07059919089078903,4,176,,,,,
0.05843823030591011,4,177,,,,,
0.04178789258003235,4,178,,,,,
0.029087141156196594,4,179,,,,,
0.11598081141710281,4,180,,,,,
0.02932647056877613,4,181,,,,,
0.05140634626150131,4,182,,,,,
0.05361160263419151,4,183,,,,,
0.09353011846542358,4,184,,,,,
0.038150180131196976,4,185,,,,,
0.06788963079452515,4,186,,,,,
0.0478103943169117,4,187,,,,,
0.055639151483774185,4,188,,,,,
0.03333813324570656,4,189,,,,,
0.07760404050350189,4,190,,,,,
0.04093701019883156,4,191,,,,,
0.03740251436829567,4,192,,,,,
0.04645784944295883,4,193,,,,,
0.0826488584280014,4,194,,,,,
0.06746251881122589,4,195,,,,,
0.029887333512306213,4,196,,,,,
0.030759001150727272,4,197,,,,,
0.042007677257061005,4,198,,,,,
0.028174709528684616,4,199,,,,,
,,20,0.030393604189157486,,,,
,,21,0.024065785109996796,,,,
,,22,0.006637707352638245,,,,
,,23,0.008047989569604397,,,,
,,24,0.030246833339333534,,,,
,4,199,,0.019878383725881577,,,
,4,199,,,0.875,0.05471169948577881,0.875
0.06414489448070526,5,200,,,,,
0.031130475923419,5,201,,,,,
0.03792531415820122,5,202,,,,,
0.05421645566821098,5,203,,,,,
0.04722074046730995,5,204,,,,,
0.030242670327425003,5,205,,,,,
0.046875789761543274,5,206,,,,,
0.04239371791481972,5,207,,,,,
0.023302387446165085,5,208,,,,,
0.035275425761938095,5,209,,,,,
0.05404098331928253,5,210,,,,,
0.049123380333185196,5,211,,,,,
0.03829297423362732,5,212,,,,,
0.05770637467503548,5,213,,,,,
0.029240276664495468,5,214,,,,,
0.03096763789653778,5,215,,,,,
0.0513421893119812,5,216,,,,,
0.04871506243944168,5,217,,,,,
0.08184408396482468,5,218,,,,,
0.026434365659952164,5,219,,,,,
0.0307527557015419,5,220,,,,,
0.05074295029044151,5,221,,,,,
0.04416505992412567,5,222,,,,,
0.030138501897454262,5,223,,,,,
0.023518560454249382,5,224,,,,,
0.037176959216594696,5,225,,,,,
0.0579700842499733,5,226,,,,,
0.04031429812312126,5,227,,,,,
0.03183399885892868,5,228,,,,,
0.034699056297540665,5,229,,,,,
0.06288810819387436,5,230,,,,,
0.038216542452573776,5,231,,,,,
0.06406655162572861,5,232,,,,,
0.05070961266756058,5,233,,,,,
0.02697249874472618,5,234,,,,,
0.0317702442407608,5,235,,,,,
0.05698515474796295,5,236,,,,,
0.040398009121418,5,237,,,,,
0.041947346180677414,5,238,,,,,
0.028237832710146904,5,239,,,,,
,,25,0.02243957296013832,,,,
,,26,0.02069164253771305,,,,
,,27,0.006783919408917427,,,,
,,28,0.008120914921164513,,,,
,,29,0.022785179316997528,,,,
,5,239,,0.016164246946573257,,,
,5,239,,,0.8854166865348816,0.04259848594665527,0.8854166865348816
0.043682388961315155,6,240,,,,,
0.0667397677898407,6,241,,,,,
0.0416259691119194,6,242,,,,,
0.025967847555875778,6,243,,,,,
0.026905015110969543,6,244,,,,,
0.032977547496557236,6,245,,,,,
0.030018147081136703,6,246,,,,,
0.02203189954161644,6,247,,,,,
0.07570359110832214,6,248,,,,,
0.04807259142398834,6,249,,,,,
0.0386347621679306,6,250,,,,,
0.036154888570308685,6,251,,,,,
0.0349436029791832,6,252,,,,,
0.018447572365403175,6,253,,,,,
0.050053223967552185,6,254,,,,,
0.048253271728754044,6,255,,,,,
0.03004496730864048,6,256,,,,,
0.03678493946790695,6,257,,,,,
0.03295037895441055,6,258,,,,,
0.025552256032824516,6,259,,,,,
0.0673060491681099,6,260,,,,,
0.04369943216443062,6,261,,,,,
0.05138435214757919,6,262,,,,,
0.026748759672045708,6,263,,,,,
0.02276228368282318,6,264,,,,,
0.02531072124838829,6,265,,,,,
0.026774197816848755,6,266,,,,,
0.04283199459314346,6,267,,,,,
0.025258854031562805,6,268,,,,,
0.0458054393529892,6,269,,,,,
0.029843978583812714,6,270,,,,,
0.01740613952279091,6,271,,,,,
0.03603934496641159,6,272,,,,,
0.039148543030023575,6,273,,,,,
0.06288108974695206,6,274,,,,,
0.03272058442234993,6,275,,,,,
0.026462867856025696,6,276,,,,,
0.02912774309515953,6,277,,,,,
0.03625521808862686,6,278,,,,,
0.022896695882081985,6,279,,,,,
,,30,0.018914736807346344,,,,
,,31,0.015897072851657867,,,,
,,32,0.003802495077252388,,,,
,,33,0.004207326099276543,,,,
,,34,0.018542038276791573,,,,
,6,279,,0.012272734194993973,,,
,6,279,,,0.9427083134651184,0.03690522164106369,0.9427083134651184
0.02647324465215206,7,280,,,,,
0.061147741973400116,7,281,,,,,
0.015261919237673283,7,282,,,,,
0.05322113633155823,7,283,,,,,
0.02694389410316944,7,284,,,,,
0.03592376410961151,7,285,,,,,
0.02127380296587944,7,286,,,,,
0.021254397928714752,7,287,,,,,
0.03903486579656601,7,288,,,,,
0.03427809476852417,7,289,,,,,
0.016505084931850433,7,290,,,,,
0.018007203936576843,7,291,,,,,
0.022561324760317802,7,292,,,,,
0.02915356680750847,7,293,,,,,
0.01607055403292179,7,294,,,,,
0.04806988313794136,7,295,,,,,
0.05386491119861603,7,296,,,,,
0.017495371401309967,7,297,,,,,
0.025754326954483986,7,298,,,,,
0.04355330392718315,7,299,,,,,
0.038672659546136856,7,300,,,,,
0.02937207743525505,7,301,,,,,
0.020846636965870857,7,302,,,,,
0.014242023229598999,7,303,,,,,
0.021060211583971977,7,304,,,,,
0.019181471318006516,7,305,,,,,
0.031283605843782425,7,306,,,,,
0.019129369407892227,7,307,,,,,
0.031571611762046814,7,308,,,,,
0.015713542699813843,7,309,,,,,
0.022819023579359055,7,310,,,,,
0.03593210130929947,7,311,,,,,
0.03335648775100708,7,312,,,,,
0.03403881564736366,7,313,,,,,
