csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
4.159204483032227,0,0,,,,,
3.5150184631347656,1,0,,,,,
3.2611286640167236,2,0,,,,,
3.2478907108306885,3,0,,,,,
2.7607717514038086,4,0,,,,,
2.711730480194092,5,0,,,,,
2.618875026702881,6,0,,,,,
2.614091157913208,7,0,,,,,
2.6099085807800293,8,0,,,,,
2.2826056480407715,9,0,,,,,
2.282503366470337,10,0,,,,,
2.2442522048950195,11,0,,,,,
2.132070541381836,12,0,,,,,
2.158198356628418,13,0,,,,,
2.0336482524871826,14,0,,,,,
1.972259283065796,15,0,,,,,
1.879888892173767,16,0,,,,,
1.9019008874893188,17,0,,,,,
1.786785364151001,18,0,,,,,
1.7904577255249023,19,0,,,,,
1.802631139755249,20,0,,,,,
1.6143014430999756,21,0,,,,,
1.7504112720489502,22,0,,,,,
1.579094648361206,23,0,,,,,
1.5060865879058838,24,0,,,,,
1.5029250383377075,25,0,,,,,
1.4923913478851318,26,0,,,,,
1.4327489137649536,27,0,,,,,
1.4503086805343628,28,0,,,,,
1.4214891195297241,29,0,,,,,
1.4113723039627075,30,0,,,,,
1.3132028579711914,31,0,,,,,
1.304819107055664,32,0,,,,,
1.3016022443771362,33,0,,,,,
1.4461979866027832,34,0,,,,,
1.2546011209487915,35,0,,,,,
1.2245171070098877,36,0,,,,,
1.232680320739746,37,0,,,,,
1.2734431028366089,38,0,,,,,
1.1831941604614258,39,0,,,,,
1.1806578636169434,40,0,,,,,
1.1689033508300781,41,0,,,,,
1.2394957542419434,42,0,,,,,
1.1554450988769531,43,0,,,,,
1.120072603225708,44,0,,,,,
1.0677504539489746,45,0,,,,,
1.1267023086547852,46,0,,,,,
1.0855544805526733,47,0,,,,,
1.1151732206344604,48,0,,,,,
1.0452172756195068,49,0,,,,,
1.0347405672073364,50,0,,,,,
1.0192079544067383,51,0,,,,,
1.057580828666687,52,0,,,,,
1.0333070755004883,53,0,,,,,
0.9805970191955566,54,0,,,,,
0.9542979001998901,55,0,,,,,
0.873812198638916,56,0,,,,,
0.9878520965576172,57,0,,,,,
1.0739086866378784,58,0,,,,,
0.9266952872276306,59,0,,,,,
1.0437326431274414,60,0,,,,,
0.7982749938964844,61,0,,,,,
0.8870041370391846,62,0,,,,,
0.9832503199577332,63,0,,,,,
0.9697096943855286,64,0,,,,,
0.8442720770835876,65,0,,,,,
0.8196627497673035,66,0,,,,,
1.0261669158935547,67,0,,,,,
0.8988244533538818,68,0,,,,,
0.8059775233268738,69,0,,,,,
0.8302647471427917,70,0,,,,,
0.8400474786758423,71,0,,,,,
0.8495363593101501,72,0,,,,,
0.9078736901283264,73,0,,,,,
0.9254770278930664,74,0,,,,,
0.8334482908248901,75,0,,,,,
0.7738656997680664,76,0,,,,,
0.8394267559051514,77,0,,,,,
0.8028099536895752,78,0,,,,,
0.878878116607666,79,0,,,,,
0.8905996680259705,80,0,,,,,
0.7923534512519836,81,0,,,,,
0.7262534499168396,82,0,,,,,
0.7772578001022339,83,0,,,,,
