csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
3.726181983947754,0,0,,,,,
3.289045572280884,1,0,,,,,
3.012817859649658,2,0,,,,,
,0,,2.2415003776550293,,,,
,2,0,,2.24150013923645,,,
,2,0,,,0.0,0.0,3.4086546897888184
2.904712438583374,3,1,,,,,
2.6410598754882812,4,1,,,,,
2.4885122776031494,5,1,,,,,
,1,,1.936960220336914,,,,
,5,1,,1.9369605779647827,,,
,5,1,,,0.0,0.0,2.7160115242004395
2.5075302124023438,6,2,,,,,
2.280651569366455,7,2,,,,,
2.336641788482666,8,2,,,,,
,2,,1.7561793327331543,,,,
,8,2,,1.7561794519424438,,,
,8,2,,,0.0416666679084301,0.0,2.382601261138916
2.046854257583618,9,3,,,,,
2.0589168071746826,10,3,,,,,
2.174166440963745,11,3,,,,,
,3,,1.613220453262329,,,,
,11,3,,1.6132203340530396,,,
,11,3,,,0.0,0.0,2.077141761779785
1.9230057001113892,12,4,,,,,
1.856766939163208,13,4,,,,,
1.945012092590332,14,4,,,,,
,4,,1.4589201211929321,,,,
,14,4,,1.4589201211929321,,,
,14,4,,,0.0,0.0,1.9009113311767578
1.769433617591858,15,5,,,,,
1.7546435594558716,16,5,,,,,
1.6700305938720703,17,5,,,,,
,5,,1.311937928199768,,,,
,17,5,,1.311937928199768,,,
,17,5,,,0.0,0.0,1.7436368465423584
1.6405649185180664,18,6,,,,,
1.5976570844650269,19,6,,,,,
1.6001098155975342,20,6,,,,,
,6,,1.206877589225769,,,,
,20,6,,1.2068777084350586,,,
,20,6,,,0.0,0.0,1.6153106689453125
1.5110193490982056,21,7,,,,,
1.4675753116607666,22,7,,,,,
1.4710954427719116,23,7,,,,,
,7,,1.1240885257720947,,,,
,23,7,,1.1240884065628052,,,
,23,7,,,0.0,0.0,1.485656976699829
1.4606727361679077,24,8,,,,,
1.3518595695495605,25,8,,,,,
1.3476197719573975,26,8,,,,,
,8,,1.0550545454025269,,,,
,26,8,,1.0550545454025269,,,
,26,8,,,0.0,0.0,1.3945369720458984
1.358067274093628,27,9,,,,,
1.3372857570648193,28,9,,,,,
1.3276256322860718,29,9,,,,,
,9,,0.9964632987976074,,,,
,29,9,,0.9964632987976074,,,
,29,9,,,0.0,0.0,1.3436663150787354
1.338206171989441,30,10,,,,,
1.246395230293274,31,10,,,,,
1.2244901657104492,32,10,,,,,
,10,,0.9363092184066772,,,,
,32,10,,0.936309278011322,,,
,32,10,,,0.0,0.0,1.2787386178970337
1.2284239530563354,33,11,,,,,
1.272656798362732,34,11,,,,,
1.2506470680236816,35,11,,,,,
,11,,0.8847538232803345,,,,
,35,11,,0.884753942489624,,,
,35,11,,,0.0,0.0,1.2505617141723633
1.2116469144821167,36,12,,,,,
1.1803395748138428,37,12,,,,,
1.1652946472167969,38,12,,,,,
,12,,0.8478873372077942,,,,
,38,12,,0.8478873372077942,,,
,38,12,,,0.0833333358168602,0.0,1.1898534297943115
1.1465882062911987,39,13,,,,,
1.1552517414093018,40,13,,,,,
1.0833460092544556,41,13,,,,,
,13,,0.8193609118461609,,,,
,41,13,,0.8193609118461609,,,
,41,13,,,0.0,0.0,1.1374051570892334
1.128972053527832,42,14,,,,,
1.0888164043426514,43,14,,,,,
1.0588626861572266,44,14,,,,,
,14,,0.7940661907196045,,,,
,44,14,,0.7940661311149597,,,
,44,14,,,0.0416666679084301,0.0,1.0988878011703491
1.078428030014038,45,15,,,,,
1.04854416847229,46,15,,,,,
1.012159824371338,47,15,,,,,
,15,,0.775071382522583,,,,
,47,15,,0.775071382522583,,,
,47,15,,,0.0833333358168602,0.0,1.0532208681106567
1.0663104057312012,48,16,,,,,
1.012425422668457,49,16,,,,,
1.0123050212860107,50,16,,,,,
,16,,0.750983476638794,,,,
,50,16,,0.750983476638794,,,
,50,16,,,0.0833333358168602,0.0,1.0339553356170654
0.9853323698043823,51,17,,,,,
0.9671685695648193,52,17,,,,,
0.9106268882751465,53,17,,,,,
,17,,0.7113767862319946,,,,
,53,17,,0.7113767266273499,,,
,53,17,,,0.0833333358168602,0.0,0.9631257057189941
0.9180033206939697,54,18,,,,,
0.9360908269882202,55,18,,,,,
0.943790078163147,56,18,,,,,
,18,,0.6635183691978455,,,,
,56,18,,0.6635184288024902,,,
,56,18,,,0.0833333358168602,0.0,0.9303957223892212
0.9065953493118286,57,19,,,,,
0.9074265360832214,58,19,,,,,
0.863307774066925,59,19,,,,,
,19,,0.6315975785255432,,,,
,59,19,,0.6315975785255432,,,
,59,19,,,0.0416666679084301,0.0,0.898270308971405
0.8457695841789246,60,20,,,,,
0.8465631008148193,61,20,,,,,
0.853531002998352,62,20,,,,,
,20,,0.5888042449951172,,,,
,62,20,,0.588804304599762,,,
,62,20,,,0.0833333358168602,0.0,0.847639262676239
0.8362172842025757,63,21,,,,,
0.8277069926261902,64,21,,,,,
0.7227959632873535,65,21,,,,,
,21,,0.5449188947677612,,,,
,65,21,,0.5449188351631165,,,
,65,21,,,0.0416666679084301,0.0,0.8101289868354797
0.8356528878211975,66,22,,,,,
0.7782154083251953,67,22,,,,,
0.6998605728149414,68,22,,,,,
,22,,0.5312530398368835,,,,
,68,22,,0.5312530398368835,,,
,68,22,,,0.0833333358168602,0.0,0.7855194211006165
0.7264311909675598,69,23,,,,,
0.7871332764625549,70,23,,,,,
0.7755484580993652,71,23,,,,,
,23,,0.516420841217041,,,,
,71,23,,0.516420841217041,,,
,71,23,,,0.0,0.0,0.760535478591919
0.7506543397903442,72,24,,,,,
0.732166588306427,73,24,,,,,
0.6853033900260925,74,24,,,,,
,24,,0.4452143907546997,,,,
,74,24,,0.4452144205570221,,,
,74,24,,,0.0416666679084301,0.0,0.7301889657974243
0.6270036697387695,75,25,,,,,
0.6675561666488647,76,25,,,,,
0.7312340140342712,77,25,,,,,
,25,,0.42474132776260376,,,,
,77,25,,0.42474135756492615,,,
,77,25,,,0.0416666679084301,0.0,0.664070725440979
0.6275436878204346,78,26,,,,,
0.661901593208313,79,26,,,,,
0.6893879175186157,80,26,,,,,
,26,,0.4030272364616394,,,,
,80,26,,0.403027206659317,,,
,80,26,,,0.0416666679084301,0.0416666679084301,0.6536556482315063
0.6922293901443481,81,27,,,,,
0.5681103467941284,82,27,,,,,
0.5167394280433655,83,27,,,,,
,27,,0.37394991517066956,,,,
,83,27,,0.37394988536834717,,,
,83,27,,,0.125,0.0,0.6074838042259216
0.5714657306671143,84,28,,,,,
0.5905027985572815,85,28,,,,,
0.5646722912788391,86,28,,,,,
,28,,0.3590013086795807,,,,
,86,28,,0.3590013086795807,,,
,86,28,,,0.0833333358168602,0.0833333358168602,0.5777218341827393
0.5600452423095703,87,29,,,,,
0.5416163802146912,88,29,,,,,
0.5271831154823303,89,29,,,,,
,29,,0.3223682940006256,,,,
,89,29,,0.3223682940006256,,,
,89,29,,,0.1666666716337204,0.2083333432674408,0.5461012721061707
