step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.277053117752075,0,,,,,
1,2.785568952560425,0,,,,,
2,2.851011276245117,0,,,,,
3,2.755976438522339,0,,,,,
4,2.6494908332824707,0,,,,,
5,2.373269557952881,0,,,,,
6,2.6989476680755615,0,,,,,
7,2.4457244873046875,0,,,,,
8,2.827777624130249,0,,,,,
9,2.406672954559326,0,,,,,
10,2.5855979919433594,0,,,,,
11,2.4456875324249268,0,,,,,
12,2.3148398399353027,0,,,,,
13,2.284055233001709,0,,,,,
14,2.20658278465271,0,,,,,
15,1.8869825601577759,0,,,,,
16,2.0510823726654053,0,,,,,
17,2.0315637588500977,0,,,,,
18,2.0180649757385254,0,,,,,
19,1.9071041345596313,0,,,,,
20,1.8151811361312866,0,,,,,
21,2.4085910320281982,0,,,,,
22,1.7040951251983643,0,,,,,
23,2.1357760429382324,0,,,,,
24,2.00838041305542,0,,,,,
25,1.9259474277496338,0,,,,,
26,1.6421525478363037,0,,,,,
27,1.8275455236434937,0,,,,,
28,1.8389134407043457,0,,,,,
29,1.759732961654663,0,,,,,
30,1.6318458318710327,0,,,,,
31,1.6826789379119873,0,,,,,
32,1.9098076820373535,0,,,,,
33,1.4338446855545044,0,,,,,
34,1.589276909828186,0,,,,,
35,1.6821054220199585,0,,,,,
36,1.4822760820388794,0,,,,,
37,1.3598459959030151,0,,,,,
38,1.5960521697998047,0,,,,,
39,1.558695912361145,0,,,,,
40,1.485878586769104,0,,,,,
41,1.528041958808899,0,,,,,
42,1.3757301568984985,0,,,,,
43,1.4916863441467285,0,,,,,
44,1.534875512123108,0,,,,,
45,1.1941606998443604,0,,,,,
46,1.1409602165222168,0,,,,,
47,1.279155969619751,0,,,,,
48,0.9045191407203674,0,,,,,
49,1.4086887836456299,0,,,,,
50,1.1426979303359985,0,,,,,
51,1.211350440979004,0,,,,,
52,1.1609983444213867,0,,,,,
53,1.0118571519851685,0,,,,,
54,1.1499686241149902,0,,,,,
55,1.1374740600585938,0,,,,,
56,1.1150866746902466,0,,,,,
57,1.1637001037597656,0,,,,,
58,1.2302380800247192,0,,,,,
59,1.1517829895019531,0,,,,,
60,0.8285186290740967,0,,,,,
61,0.9108296036720276,0,,,,,
62,0.8683094382286072,0,,,,,
63,0.7156363129615784,0,,,,,
64,0.7919413447380066,0,,,,,
65,0.847598671913147,0,,,,,
66,0.7012541890144348,0,,,,,
67,0.7835971117019653,0,,,,,
68,1.007919192314148,0,,,,,
69,1.0030134916305542,0,,,,,
70,0.600832462310791,0,,,,,
71,0.8258732557296753,0,,,,,
72,0.8152925372123718,0,,,,,
73,0.6898667812347412,0,,,,,
74,0.6940924525260925,0,,,,,
75,0.934927225112915,0,,,,,
76,0.8587661385536194,0,,,,,
77,0.8214796185493469,0,,,,,
78,0.6859733462333679,0,,,,,
79,0.9566721320152283,0,,,,,
80,0.8987743854522705,0,,,,,
81,0.43487992882728577,0,,,,,
82,0.5268399119377136,0,,,,,
83,0.6111560463905334,0,,,,,
84,0.6224185824394226,0,,,,,
85,0.758696973323822,0,,,,,
86,0.569580078125,0,,,,,
87,0.9186858534812927,0,,,,,
88,0.36221298575401306,0,,,,,
89,0.3919786810874939,0,,,,,
90,0.531363844871521,0,,,,,
91,0.3821171224117279,0,,,,,
92,0.4742639660835266,0,,,,,
93,0.7455136179924011,0,,,,,
94,0.5052658915519714,0,,,,,
95,0.6300622820854187,0,,,,,
96,0.44015392661094666,0,,,,,
97,0.4157201051712036,0,,,,,
98,0.20161083340644836,0,,,,,
99,0.5436959266662598,0,,,,,
100,0.43666157126426697,0,,,,,
101,0.21245215833187103,0,,,,,
102,0.609528124332428,0,,,,,
103,0.9366827607154846,0,,,,,
104,0.2904554605484009,0,,,,,
105,0.2044779360294342,0,,,,,
106,0.9845081567764282,0,,,,,
107,0.7092496752738953,0,,,,,
108,0.4147861897945404,0,,,,,
109,0.6409580111503601,0,,,,,
110,0.393947958946228,0,,,,,
111,0.23401588201522827,0,,,,,
112,0.5146090388298035,0,,,,,
113,0.5196919441223145,0,,,,,
114,0.5696628093719482,0,,,,,
115,0.6576020121574402,0,,,,,
116,0.266045480966568,0,,,,,
117,0.5040531754493713,0,,,,,
118,0.3912721574306488,0,,,,,
119,0.2920447289943695,0,,,,,
120,0.4615902304649353,0,,,,,
121,0.1229042187333107,0,,,,,
122,0.488267719745636,0,,,,,
123,0.36581534147262573,0,,,,,
124,0.19917646050453186,0,,,,,
125,0.6052917838096619,0,,,,,
126,0.24955135583877563,0,,,,,
