step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
0,0,4.040984153747559,,,,,
1,0,3.399812936782837,,,,,
2,0,3.173658609390259,,,,,
3,0,2.9300010204315186,,,,,
4,0,2.9629228115081787,,,,,
5,0,2.5413732528686523,,,,,
6,0,2.5367953777313232,,,,,
7,0,2.463346004486084,,,,,
8,0,2.4308440685272217,,,,,
9,0,2.213168144226074,,,,,
10,0,2.188605546951294,,,,,
11,0,2.23028302192688,,,,,
12,0,2.0814208984375,,,,,
13,0,2.024094343185425,,,,,
14,0,1.9574251174926758,,,,,
15,0,1.9014699459075928,,,,,
16,0,1.8156449794769287,,,,,
17,0,1.8705178499221802,,,,,
18,0,1.7751598358154297,,,,,
19,0,1.7353451251983643,,,,,
20,0,1.7415927648544312,,,,,
21,0,1.7348806858062744,,,,,
22,0,1.656052827835083,,,,,
23,0,1.5932213068008423,,,,,
24,0,1.5842562913894653,,,,,
25,0,1.5928525924682617,,,,,
26,0,1.448209524154663,,,,,
0,,,1.201621413230896,,,,
1,,,0.9954103231430054,,,,
2,,,1.0857996940612793,,,,
3,,,1.0777289867401123,,,,
26,0,,,1.0924384593963623,,,
26,0,,,,0.010416666977107525,2.208294153213501,0.0
27,1,1.396331787109375,,,,,
28,1,1.4089999198913574,,,,,
29,1,1.4448812007904053,,,,,
30,1,1.4914628267288208,,,,,
31,1,1.3227635622024536,,,,,
32,1,1.395554780960083,,,,,
33,1,1.3625895977020264,,,,,
34,1,1.4043797254562378,,,,,
35,1,1.254067301750183,,,,,
36,1,1.4227222204208374,,,,,
37,1,1.3495923280715942,,,,,
38,1,1.312705397605896,,,,,
39,1,1.1871148347854614,,,,,
40,1,1.3660197257995605,,,,,
41,1,1.2099500894546509,,,,,
42,1,1.2257575988769531,,,,,
43,1,1.2145233154296875,,,,,
44,1,1.1911875009536743,,,,,
45,1,1.0685726404190063,,,,,
46,1,1.138686180114746,,,,,
47,1,1.1315330266952515,,,,,
48,1,1.174088478088379,,,,,
49,1,1.2031047344207764,,,,,
50,1,1.0768892765045166,,,,,
51,1,1.170839786529541,,,,,
52,1,1.05325448513031,,,,,
53,1,1.170663833618164,,,,,
4,,,0.8956778049468994,,,,
5,,,0.7124578952789307,,,,
6,,,0.7768239378929138,,,,
7,,,0.6853068470954895,,,,
53,1,,,0.7827999591827393,,,
53,1,,,,0.010416666977107525,1.2647494077682495,0.0
54,2,1.1117877960205078,,,,,
55,2,1.1323764324188232,,,,,
56,2,1.3023837804794312,,,,,
57,2,0.9569412469863892,,,,,
58,2,0.9748790860176086,,,,,
59,2,0.9782305955886841,,,,,
